,Region,530,535,542,549,556
0,Belgium,,3147,2917,2706,2510
1,Bulgaria,,324,252,197,153
2,Czechia,,565,448,355,282
3,Denmark,,1011,773,593,454
4,Germany,,2382,1668,1168,818
5,Estonia,,105,72,50,34
6,Ireland,,2693,2880,3114,3355
7,Greece,,2603,2322,2076,1854
8,Spain,,53704,63542,79920,118643
9,France,,11196,11097,11156,11082
10,Croatia,,280,205,150,110
11,Italy,,3475,2584,1942,1465
12,Cyprus,,1874,2896,4469,6895
13,Latvia,,250,167,111,74
14,Lithuania,,118,63,34,18
15,Luxembourg,,118,100,85,72
16,Hungary,,183,118,76,48
17,Malta,,6,4,3,2
18,Netherlands,,3291,2654,2146,1734
19,Austria,,339,227,152,102
20,Poland,,377,241,155,99
21,Portugal,,18940,27082,38733,55374
22,Romania,,177,118,79,53
23,Slovenia,,142,86,52,32
24,Slovakia,,131,92,65,46
25,Finland,,844,894,947,1003
26,Sweden,,1515,1144,862,650
27,United Kingdom,,268080,442353,729374,1202858
28,Iceland,,2,2,2,2
29,Liechtenstein,,8,8,8,8
30,Norway,,1033,937,850,771
31,Switzerland,,414,264,168,107
