,Region,768,773,780,787,794
0,Belgium,,33675,23150,15864,10853
1,Bulgaria,,15531,10931,7688,5408
2,Czechia,,44976,27291,17215,10769
3,Denmark,,NaN,NaN,NaN,NaN
4,Germany,,1025847,934828,850783,774687
5,Estonia,,30900,27558,24565,21898
6,Ireland,,NaN,NaN,NaN,NaN
7,Greece,,93397,79781,68149,58211
8,Spain,,NaN,NaN,NaN,NaN
9,France,,NaN,NaN,NaN,NaN
10,Croatia,,9543,5947,3703,2306
11,Italy,,244103,194474,155082,123837
12,Cyprus,,12101,10465,9049,7822
13,Latvia,,62810,60113,57528,55100
14,Lithuania,,31906,25275,20052,15908
15,Luxembourg,,2495,1775,1265,899
16,Hungary,,21661,14555,9680,6398
17,Malta,,908,579,457,512
18,Netherlands,,NaN,NaN,NaN,NaN
19,Austria,,193255,193225,192749,197664
20,Poland,,75685,50958,34511,23250
21,Portugal,,49001,32500,21627,14360
22,Romania,,44459,28437,18174,11657
23,Slovenia,,7695,3750,1806,875
24,Slovakia,,93507,75155,59197,47055
25,Finland,,28230,23744,19960,16780
26,Sweden,,NaN,NaN,NaN,NaN
27,United Kingdom,,NaN,NaN,NaN,NaN
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,774,776,778,779
30,Norway,,NaN,NaN,NaN,NaN
31,Switzerland,,NaN,NaN,NaN,NaN
