,State,571,577,584,591,598,605
0,Washington,6239,119,159,205,255,305
1,Illinois,26027,135,188,250,318,381
2,California,64665,509,637,765,882,980
3,Arizona,18464,168,213,263,315,365
4,Massachusetts,18142,71,98,130,166,204
5,Wisconsin,8322,38,56,78,104,134
6,Texas,54330,868,1127,1379,1600,1769
7,Nebraska,2285,22,31,42,56,73
8,Utah,2525,45,49,52,54,54
9,Oregon,2935,78,126,202,308,442
10,Florida,40766,1288,1523,1685,1754,1722
11,New York,54090,156,231,336,475,650
12,Rhode Island,2744,4,7,10,14,18
13,Georgia,21978,296,435,612,818,1032
14,New Hampshire,1395,8,13,21,34,53
15,North Carolina,13826,214,324,470,652,860
16,New Jersey,26695,71,95,123,155,192
17,Colorado,7032,57,68,79,91,103
18,Maryland,9891,59,87,123,169,225
19,Nevada,6160,153,162,166,164,157
20,Tennessee,12934,233,341,474,627,788
21,Hawaii,552,16,25,38,55,73
22,Indiana,14128,112,164,236,332,451
23,Kentucky,7426,89,134,196,274,365
24,Minnesota,7822,60,92,135,195,272
25,Oklahoma,7594,93,119,148,176,201
26,Pennsylvania,27966,99,146,210,293,397
27,South Carolina,10039,141,208,292,389,490
28,District of Columbia,1150,3,4,7,10,15
29,Kansas,5391,109,146,190,240,293
30,Missouri,10478,224,245,259,266,264
31,Vermont,264,5,9,16,29,47
32,Virginia,11599,78,118,174,251,350
33,Connecticut,8307,15,19,24,28,33
34,Iowa,6210,29,40,55,72,93
35,Louisiana,11519,425,521,596,644,664
36,Ohio,20614,81,130,204,313,460
37,Michigan,21284,104,157,229,327,454
38,South Dakota,2054,9,13,19,26,34
39,Arkansas,6467,211,244,271,290,297
40,Delaware,1838,6,10,15,23,33
41,Mississippi,7761,216,317,439,568,681
42,New Mexico,4446,37,56,84,120,161
43,North Dakota,1576,5,9,17,30,50
44,Wyoming,793,14,17,22,27,32
45,Alaska,403,11,14,17,19,22
46,Maine,904,5,8,12,20,30
47,Alabama,11798,212,271,325,371,404
48,Idaho,2245,42,59,82,111,146
49,Montana,1730,23,33,46,64,86
50,Puerto Rico,2667,74,109,151,196,238
51,Virgin Islands,41,NaN,NaN,NaN,NaN,NaN
52,Guam,143,NaN,NaN,NaN,NaN,NaN
53,West Virginia,2976,30,47,74,115,174
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
