,State,732,738,745,752,759,766
0,Washington,NaN,371,442,484,492,468
1,Illinois,NaN,1090,1053,929,760,583
2,California,NaN,970,1057,1060,985,856
3,Arizona,NaN,599,697,770,797,769
4,Massachusetts,NaN,494,490,446,380,306
5,Wisconsin,NaN,263,237,199,157,117
6,Texas,NaN,970,1076,1127,1118,1052
7,Nebraska,NaN,64,80,98,111,113
8,Utah,NaN,121,154,177,184,172
9,Oregon,NaN,139,146,145,137,123
10,Florida,NaN,749,768,703,586,452
11,New York,NaN,1584,1455,1218,946,692
12,Rhode Island,NaN,63,60,55,47,40
13,Georgia,NaN,355,373,360,324,274
14,New Hampshire,NaN,53,53,53,51,47
15,North Carolina,NaN,390,443,472,469,436
16,New Jersey,NaN,546,447,337,239,161
17,Colorado,NaN,197,191,175,154,130
18,Maryland,NaN,472,410,324,238,164
19,Nevada,NaN,124,132,133,126,115
20,Tennessee,NaN,660,751,791,782,733
21,Hawaii,NaN,25,26,25,22,18
22,Indiana,NaN,799,869,895,879,825
23,Kentucky,NaN,392,493,586,635,618
24,Minnesota,NaN,225,240,245,241,226
25,Oklahoma,NaN,213,323,450,543,562
26,Pennsylvania,NaN,990,808,602,418,274
27,South Carolina,NaN,258,291,307,300,272
28,District of Columbia,NaN,24,21,16,12,8
29,Kansas,NaN,180,217,245,253,240
30,Missouri,NaN,509,590,636,636,592
31,Vermont,NaN,18,18,18,16,13
32,Virginia,NaN,519,528,504,456,396
33,Connecticut,NaN,221,212,189,160,129
34,Iowa,NaN,142,136,122,105,87
35,Louisiana,NaN,195,214,219,211,195
36,Ohio,NaN,866,771,638,495,366
37,Michigan,NaN,966,978,935,847,732
38,South Dakota,NaN,58,73,86,93,91
39,Arkansas,NaN,335,438,521,557,535
40,Delaware,NaN,72,67,56,44,32
41,Mississippi,NaN,154,170,175,168,154
42,New Mexico,NaN,109,132,149,154,146
43,North Dakota,NaN,22,25,28,29,29
44,Wyoming,NaN,16,19,23,26,26
45,Alaska,NaN,21,31,40,44,41
46,Maine,NaN,51,56,69,90,111
47,Alabama,NaN,288,357,406,428,421
48,Idaho,NaN,76,109,155,208,256
49,Montana,NaN,39,46,52,55,57
50,Puerto Rico,NaN,239,256,230,181,128
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,109,111,113,113,108
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
