,State,788,794,801,808,815,822
0,Washington,NaN,91,62,42,27,18
1,Illinois,NaN,95,62,41,26,17
2,California,NaN,519,366,258,184,134
3,Arizona,NaN,126,84,55,35,22
4,Massachusetts,NaN,43,25,14,7,4
5,Wisconsin,NaN,88,65,48,35,26
6,Texas,NaN,387,277,196,137,95
7,Nebraska,NaN,16,10,6,3,2
8,Utah,NaN,27,19,12,8,5
9,Oregon,NaN,61,41,27,17,10
10,Florida,NaN,495,339,225,147,94
11,New York,NaN,73,58,51,47,47
12,Rhode Island,NaN,2,1,0,0,0
13,Georgia,NaN,196,135,91,59,38
14,New Hampshire,NaN,9,6,4,2,1
15,North Carolina,NaN,81,49,29,16,9
16,New Jersey,NaN,65,52,41,34,27
17,Colorado,NaN,20,11,6,3,1
18,Maryland,NaN,29,22,17,14,12
19,Nevada,NaN,47,29,17,10,5
20,Tennessee,NaN,109,67,40,23,12
21,Hawaii,NaN,10,6,4,2,1
22,Indiana,NaN,81,59,43,32,24
23,Kentucky,NaN,100,65,39,23,12
24,Minnesota,NaN,39,27,18,12,8
25,Oklahoma,NaN,115,72,42,23,12
26,Pennsylvania,NaN,145,111,86,66,51
27,South Carolina,NaN,88,54,31,17,9
28,District of Columbia,NaN,1,0,0,0,0
29,Kansas,NaN,22,14,8,4,2
30,Missouri,NaN,121,79,51,32,19
31,Vermont,NaN,4,3,2,1,0
32,Virginia,NaN,158,112,78,53,36
33,Connecticut,NaN,29,18,12,8,5
34,Iowa,NaN,55,41,30,23,17
35,Louisiana,NaN,59,35,20,11,6
36,Ohio,NaN,214,144,98,68,49
37,Michigan,NaN,153,104,68,43,26
38,South Dakota,NaN,10,7,4,2,1
39,Arkansas,NaN,101,67,44,30,21
40,Delaware,NaN,11,7,4,2,1
41,Mississippi,NaN,36,22,14,9,5
42,New Mexico,NaN,46,32,22,15,11
43,North Dakota,NaN,4,3,1,1,0
44,Wyoming,NaN,6,3,2,1,0
45,Alaska,NaN,7,5,3,2,1
46,Maine,NaN,28,21,15,10,7
47,Alabama,NaN,115,69,39,21,11
48,Idaho,NaN,18,11,7,4,2
49,Montana,NaN,16,10,6,3,2
50,Puerto Rico,NaN,6,3,2,1,0
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,65,47,33,22,15
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
