,State,515,521,528,535,542,549
0,Washington,5820,28,23,19,16,14
1,Illinois,25566,65,43,29,19,12
2,California,63335,120,104,89,77,66
3,Arizona,17843,58,53,49,46,44
4,Massachusetts,17968,14,9,6,4,3
5,Wisconsin,8047,34,24,17,12,9
6,Texas,52110,153,136,126,122,124
7,Nebraska,2259,1,1,0,0,0
8,Utah,2330,9,10,12,14,18
9,Oregon,2754,18,15,13,11,9
10,Florida,37555,170,147,130,118,109
11,New York,53606,55,41,32,26,23
12,Rhode Island,2724,2,1,1,0,0
13,Georgia,21318,101,82,68,57,49
14,New Hampshire,1367,2,1,1,0,0
15,North Carolina,13340,51,40,31,25,20
16,New Jersey,26374,31,26,22,20,18
17,Colorado,6731,37,33,30,28,26
18,Maryland,9707,16,11,8,5,4
19,Nevada,5649,18,17,16,15,15
20,Tennessee,12516,13,10,7,5,4
21,Hawaii,513,2,2,1,1,1
22,Indiana,13795,37,31,25,21,18
23,Kentucky,7180,32,25,20,15,12
24,Minnesota,7638,17,12,8,5,3
25,Oklahoma,7354,19,20,22,25,30
26,Pennsylvania,27566,57,39,26,17,11
27,South Carolina,9792,11,8,6,5,3
28,District of Columbia,1141,1,1,0,0,0
29,Kansas,5129,14,14,15,17,20
30,Missouri,9648,56,70,94,131,185
31,Vermont,256,0,0,0,0,0
32,Virginia,11351,31,22,16,12,9
33,Connecticut,8270,4,3,1,1,0
34,Iowa,6114,10,8,6,5,4
35,Louisiana,10688,31,29,27,26,25
36,Ohio,20166,23,17,13,10,8
37,Michigan,20862,70,45,28,17,11
38,South Dakota,2027,2,1,1,0,0
39,Arkansas,5874,17,19,22,26,31
40,Delaware,1683,3,2,1,1,1
41,Mississippi,7371,19,19,19,20,21
42,New Mexico,4316,12,10,9,8,7
43,North Dakota,1554,2,1,1,1,0
44,Wyoming,734,5,5,5,6,7
45,Alaska,373,0,0,0,0,0
46,Maine,854,4,3,2,1,1
47,Alabama,11306,43,40,38,37,37
48,Idaho,2122,7,6,5,5,4
49,Montana,1651,9,8,7,6,5
50,Puerto Rico,2540,5,4,4,3,3
51,Virgin Islands,30,NaN,NaN,NaN,NaN,NaN
52,Guam,139,NaN,NaN,NaN,NaN,NaN
53,West Virginia,2863,14,11,9,7,6
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
