,State,816,822,829,836,843,850
0,Washington,NaN,37,32,30,29,29
1,Illinois,NaN,59,67,81,102,128
2,California,NaN,187,146,123,113,117
3,Arizona,NaN,93,69,56,51,50
4,Massachusetts,NaN,45,52,59,65,69
5,Wisconsin,NaN,37,32,31,36,46
6,Texas,NaN,120,102,97,100,110
7,Nebraska,NaN,6,5,5,7,9
8,Utah,NaN,5,3,2,1,0
9,Oregon,NaN,87,83,81,80,78
10,Florida,NaN,114,99,104,130,180
11,New York,NaN,96,130,167,195,202
12,Rhode Island,NaN,1,2,2,3,3
13,Georgia,NaN,95,64,45,34,30
14,New Hampshire,NaN,6,9,13,17,23
15,North Carolina,NaN,36,34,36,42,51
16,New Jersey,NaN,42,55,81,126,191
17,Colorado,NaN,12,11,10,9,9
18,Maryland,NaN,16,19,28,45,78
19,Nevada,NaN,22,19,17,15,14
20,Tennessee,NaN,45,33,25,21,19
21,Hawaii,NaN,5,5,4,4,4
22,Indiana,NaN,30,27,26,29,37
23,Kentucky,NaN,81,62,50,44,44
24,Minnesota,NaN,31,29,29,29,30
25,Oklahoma,NaN,63,51,41,33,27
26,Pennsylvania,NaN,75,76,87,111,147
27,South Carolina,NaN,29,19,13,9,7
28,District of Columbia,NaN,1,0,0,0,0
29,Kansas,NaN,12,10,9,9,10
30,Missouri,NaN,33,23,17,13,10
31,Vermont,NaN,3,3,2,2,1
32,Virginia,NaN,108,105,110,125,150
33,Connecticut,NaN,10,10,13,17,25
34,Iowa,NaN,21,19,20,24,31
35,Louisiana,NaN,30,25,23,23,24
36,Ohio,NaN,60,54,57,73,108
37,Michigan,NaN,55,56,62,74,90
38,South Dakota,NaN,1,1,0,0,0
39,Arkansas,NaN,27,21,18,18,20
40,Delaware,NaN,4,4,4,4,4
41,Mississippi,NaN,8,7,6,6,7
42,New Mexico,NaN,35,28,22,17,14
43,North Dakota,NaN,0,0,0,0,0
44,Wyoming,NaN,2,1,1,0,0
45,Alaska,NaN,5,4,4,3,2
46,Maine,NaN,16,17,19,21,24
47,Alabama,NaN,35,27,25,25,28
48,Idaho,NaN,9,7,6,6,6
49,Montana,NaN,3,2,1,1,0
50,Puerto Rico,NaN,8,12,17,22,26
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,35,27,22,17,13
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
