,State,480,486,493,500,507,514
0,Washington,NaN,64,61,56,49,42
1,Illinois,NaN,171,140,111,84,61
2,California,NaN,356,316,269,220,172
3,Arizona,NaN,71,68,64,57,50
4,Massachusetts,NaN,44,33,23,16,10
5,Wisconsin,NaN,64,55,45,35,27
6,Texas,NaN,300,272,240,207,175
7,Nebraska,NaN,6,5,4,3,2
8,Utah,NaN,23,22,20,18,15
9,Oregon,NaN,35,32,28,24,20
10,Florida,NaN,365,314,260,208,161
11,New York,NaN,194,142,101,69,45
12,Rhode Island,NaN,8,6,4,2,1
13,Georgia,NaN,152,132,113,94,76
14,New Hampshire,NaN,11,8,6,4,2
15,North Carolina,NaN,94,81,68,55,44
16,New Jersey,NaN,99,66,42,26,15
17,Colorado,NaN,59,52,45,37,29
18,Maryland,NaN,62,48,35,25,18
19,Nevada,NaN,38,38,36,34,31
20,Tennessee,NaN,43,35,28,21,16
21,Hawaii,NaN,4,3,3,2,1
22,Indiana,NaN,57,50,43,36,29
23,Kentucky,NaN,68,66,63,59,54
24,Minnesota,NaN,59,48,37,28,21
25,Oklahoma,NaN,46,42,38,34,30
26,Pennsylvania,NaN,176,135,99,70,47
27,South Carolina,NaN,57,48,40,33,26
28,District of Columbia,NaN,4,3,2,1,1
29,Kansas,NaN,22,20,17,15,12
30,Missouri,NaN,59,55,50,45,40
31,Vermont,NaN,1,1,1,0,0
32,Virginia,NaN,74,56,41,28,19
33,Connecticut,NaN,26,19,14,9,6
34,Iowa,NaN,20,17,15,12,9
35,Louisiana,NaN,47,46,45,43,40
36,Ohio,NaN,87,73,59,47,36
37,Michigan,NaN,341,260,189,132,89
38,South Dakota,NaN,6,4,3,2,1
39,Arkansas,NaN,26,25,25,24,22
40,Delaware,NaN,8,6,4,3,2
41,Mississippi,NaN,25,24,23,22,21
42,New Mexico,NaN,29,28,26,23,19
43,North Dakota,NaN,4,3,3,2,2
44,Wyoming,NaN,2,2,2,2,2
45,Alaska,NaN,4,3,3,2,1
46,Maine,NaN,9,8,7,6,4
47,Alabama,NaN,58,55,51,47,42
48,Idaho,NaN,10,8,7,6,5
49,Montana,NaN,11,10,9,8,7
50,Puerto Rico,NaN,34,22,14,8,4
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,37,35,32,29,26
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
