,State,676,682,689,696,703,710
0,Washington,NaN,132,120,108,95,83
1,Illinois,NaN,192,215,233,240,235
2,California,NaN,498,460,415,363,308
3,Arizona,NaN,365,390,404,405,392
4,Massachusetts,NaN,118,142,162,172,167
5,Wisconsin,NaN,159,169,172,167,154
6,Texas,NaN,533,539,563,595,626
7,Nebraska,NaN,45,47,48,48,46
8,Utah,NaN,68,66,63,58,52
9,Oregon,NaN,137,123,108,93,79
10,Florida,NaN,259,244,238,236,234
11,New York,NaN,274,312,352,388,415
12,Rhode Island,NaN,15,16,17,16,14
13,Georgia,NaN,222,244,292,363,453
14,New Hampshire,NaN,41,45,47,44,37
15,North Carolina,NaN,144,166,202,244,287
16,New Jersey,NaN,104,121,140,159,174
17,Colorado,NaN,251,249,240,223,200
18,Maryland,NaN,71,76,82,87,91
19,Nevada,NaN,92,89,84,79,73
20,Tennessee,NaN,135,138,146,156,166
21,Hawaii,NaN,18,17,15,14,12
22,Indiana,NaN,231,261,294,325,351
23,Kentucky,NaN,123,120,118,114,110
24,Minnesota,NaN,198,210,215,212,200
25,Oklahoma,NaN,95,98,102,105,108
26,Pennsylvania,NaN,553,577,577,550,498
27,South Carolina,NaN,82,74,68,62,57
28,District of Columbia,NaN,0,0,0,0,0
29,Kansas,NaN,81,84,87,87,85
30,Missouri,NaN,119,135,153,169,182
31,Vermont,NaN,16,18,19,18,17
32,Virginia,NaN,151,152,155,157,155
33,Connecticut,NaN,29,34,40,46,49
34,Iowa,NaN,105,115,123,129,131
35,Louisiana,NaN,51,55,61,69,80
36,Ohio,NaN,503,545,582,606,612
37,Michigan,NaN,614,688,741,760,740
38,South Dakota,NaN,24,24,23,21,19
39,Arkansas,NaN,63,66,69,72,75
40,Delaware,NaN,19,21,23,24,26
41,Mississippi,NaN,30,29,29,29,29
42,New Mexico,NaN,99,104,103,96,84
43,North Dakota,NaN,28,27,25,22,19
44,Wyoming,NaN,27,23,19,15,12
45,Alaska,NaN,33,28,24,20,16
46,Maine,NaN,45,51,56,60,59
47,Alabama,NaN,72,61,51,42,35
48,Idaho,NaN,56,45,36,27,21
49,Montana,NaN,57,49,42,34,28
50,Puerto Rico,NaN,9,8,8,7,7
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,94,95,98,102,107
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
