,State,403,409,416,423,430,437
0,Washington,4956,107,90,78,70,65
1,Illinois,22735,226,187,158,137,121
2,California,52158,1218,880,646,485,376
3,Arizona,15980,331,249,187,143,111
4,Massachusetts,16118,230,189,158,137,124
5,Wisconsin,7014,96,80,68,60,55
6,Texas,43697,1336,1080,864,691,555
7,Nebraska,2082,31,27,23,20,18
8,Utah,1935,31,28,27,29,31
9,Oregon,2208,46,41,37,34,34
10,Florida,30852,819,705,613,542,493
11,New York,47615,710,629,565,518,483
12,Rhode Island,2502,16,13,11,10,9
13,Georgia,17295,534,435,355,292,244
14,New Hampshire,1170,16,16,16,18,20
15,North Carolina,11212,293,245,205,171,145
16,New Jersey,23252,328,287,253,224,201
17,Colorado,5951,54,49,46,45,46
18,Maryland,7869,113,90,74,63,56
19,Nevada,4957,86,66,51,40,32
20,Tennessee,11411,174,141,116,98,84
21,Hawaii,438,5,4,3,3,3
22,Indiana,12573,138,110,90,76,68
23,Kentucky,4637,135,112,93,77,65
24,Minnesota,6551,45,45,47,54,64
25,Oklahoma,4428,132,101,78,61,50
26,Pennsylvania,23967,324,272,229,196,171
27,South Carolina,8546,240,208,179,154,133
28,District of Columbia,1017,11,10,8,7,6
29,Kansas,4692,130,104,84,69,58
30,Missouri,8280,180,156,147,150,161
31,Vermont,204,5,5,4,4,4
32,Virginia,8552,155,125,101,82,67
33,Connecticut,7622,89,75,64,57,53
34,Iowa,5471,91,78,69,62,57
35,Louisiana,9608,111,91,77,69,66
36,Ohio,17297,102,86,73,64,58
37,Michigan,16508,150,127,108,93,82
38,South Dakota,1888,19,18,18,19,20
39,Arkansas,5243,57,45,36,30,26
40,Delaware,1422,14,12,10,9,9
41,Mississippi,6681,70,54,42,33,27
42,New Mexico,3716,70,63,60,60,61
43,North Dakota,1475,5,5,4,4,4
44,Wyoming,671,13,10,9,7,6
45,Alaska,290,3,2,2,2,2
46,Maine,703,12,10,8,6,6
47,Alabama,9929,232,192,173,164,161
48,Idaho,1860,20,16,13,11,9
49,Montana,1357,11,10,9,8,8
50,Puerto Rico,2036,24,19,16,14,13
51,Virgin Islands,25,NaN,NaN,NaN,NaN,NaN
52,Guam,130,NaN,NaN,NaN,NaN,NaN
53,West Virginia,2300,32,24,18,14,11
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
