,State,802,808,815,822,829,836
0,Washington,NaN,45,32,24,20,18
1,Illinois,NaN,58,47,45,51,63
2,California,NaN,269,191,138,101,75
3,Arizona,NaN,146,98,65,44,32
4,Massachusetts,NaN,48,47,50,53,57
5,Wisconsin,NaN,60,46,37,32,31
6,Texas,NaN,210,164,137,125,125
7,Nebraska,NaN,8,5,3,2,1
8,Utah,NaN,12,8,5,3,2
9,Oregon,NaN,28,18,10,6,3
10,Florida,NaN,212,150,113,95,92
11,New York,NaN,68,81,100,123,145
12,Rhode Island,NaN,2,2,2,2,3
13,Georgia,NaN,108,71,45,28,18
14,New Hampshire,NaN,5,4,4,4,4
15,North Carolina,NaN,49,37,29,23,18
16,New Jersey,NaN,39,37,42,55,81
17,Colorado,NaN,16,13,13,13,13
18,Maryland,NaN,17,14,12,10,8
19,Nevada,NaN,28,22,18,15,14
20,Tennessee,NaN,40,23,12,6,3
21,Hawaii,NaN,4,3,3,2,2
22,Indiana,NaN,45,34,26,20,16
23,Kentucky,NaN,57,34,19,10,5
24,Minnesota,NaN,31,27,24,21,19
25,Oklahoma,NaN,55,33,20,13,10
26,Pennsylvania,NaN,94,73,58,47,41
27,South Carolina,NaN,31,17,9,4,2
28,District of Columbia,NaN,0,0,0,0,0
29,Kansas,NaN,19,13,9,7,7
30,Missouri,NaN,71,46,30,20,14
31,Vermont,NaN,3,3,3,2,2
32,Virginia,NaN,89,71,66,72,94
33,Connecticut,NaN,16,11,9,9,11
34,Iowa,NaN,32,25,20,18,19
35,Louisiana,NaN,48,36,27,20,15
36,Ohio,NaN,85,61,45,35,28
37,Michigan,NaN,81,59,45,36,31
38,South Dakota,NaN,4,2,1,1,0
39,Arkansas,NaN,62,42,30,22,17
40,Delaware,NaN,6,4,3,2,2
41,Mississippi,NaN,17,12,9,8,7
42,New Mexico,NaN,29,20,14,9,7
43,North Dakota,NaN,1,1,0,0,0
44,Wyoming,NaN,4,2,2,1,1
45,Alaska,NaN,6,5,5,4,3
46,Maine,NaN,19,18,18,20,22
47,Alabama,NaN,47,25,13,6,3
48,Idaho,NaN,7,4,2,1,0
49,Montana,NaN,7,4,3,2,1
50,Puerto Rico,NaN,5,5,5,5,5
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,33,22,15,9,6
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
