,State,823,829,836,843,850,857
0,Washington,NaN,35,36,39,42,44
1,Illinois,NaN,64,82,108,143,184
2,California,NaN,207,183,179,193,224
3,Arizona,NaN,76,60,52,47,45
4,Massachusetts,NaN,48,65,87,114,141
5,Wisconsin,NaN,32,31,36,46,63
6,Texas,NaN,101,95,98,107,119
7,Nebraska,NaN,5,5,6,8,12
8,Utah,NaN,4,3,3,2,2
9,Oregon,NaN,83,81,80,78,74
10,Florida,NaN,95,89,95,111,137
11,New York,NaN,130,167,195,202,189
12,Rhode Island,NaN,2,2,3,3,3
13,Georgia,NaN,64,45,34,30,30
14,New Hampshire,NaN,7,11,15,20,25
15,North Carolina,NaN,32,33,37,45,55
16,New Jersey,NaN,47,64,91,133,188
17,Colorado,NaN,13,15,19,26,38
18,Maryland,NaN,21,28,42,67,108
19,Nevada,NaN,20,19,18,20,23
20,Tennessee,NaN,34,26,22,21,21
21,Hawaii,NaN,3,4,6,7,9
22,Indiana,NaN,30,32,37,48,64
23,Kentucky,NaN,60,47,40,37,36
24,Minnesota,NaN,34,39,47,55,61
25,Oklahoma,NaN,51,41,33,27,23
26,Pennsylvania,NaN,80,94,121,160,208
27,South Carolina,NaN,21,17,16,16,18
28,District of Columbia,NaN,0,0,0,0,0
29,Kansas,NaN,29,25,23,22,22
30,Missouri,NaN,37,34,34,36,37
31,Vermont,NaN,4,4,4,3,3
32,Virginia,NaN,105,110,125,150,188
33,Connecticut,NaN,10,11,14,19,27
34,Iowa,NaN,18,19,22,29,39
35,Louisiana,NaN,27,25,25,26,28
36,Ohio,NaN,51,51,62,88,138
37,Michigan,NaN,56,62,75,90,108
38,South Dakota,NaN,1,0,0,0,0
39,Arkansas,NaN,21,18,17,19,24
40,Delaware,NaN,4,4,5,6,7
41,Mississippi,NaN,7,6,6,7,7
42,New Mexico,NaN,32,28,25,24,24
43,North Dakota,NaN,1,1,1,1,1
44,Wyoming,NaN,1,1,0,0,0
45,Alaska,NaN,5,4,4,3,2
46,Maine,NaN,17,19,21,24,26
47,Alabama,NaN,28,23,20,19,19
48,Idaho,NaN,8,8,9,11,13
49,Montana,NaN,2,2,2,2,2
50,Puerto Rico,NaN,19,30,40,43,40
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,31,27,23,21,19
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
