,State,739,745,752,759,766,773
0,Washington,10699,375,397,392,366,324
1,Illinois,33121,1082,950,773,592,429
2,California,79801,1053,1034,947,815,662
3,Arizona,26206,605,637,630,588,518
4,Massachusetts,21909,480,416,334,253,182
5,Wisconsin,12291,370,327,272,214,162
6,Texas,79374,1167,1213,1195,1120,1002
7,Nebraska,3666,74,85,91,91,85
8,Utah,4107,113,125,126,117,100
9,Oregon,6086,150,157,158,150,136
10,Florida,64955,888,813,678,524,379
11,New York,64778,1364,1137,881,643,447
12,Rhode Island,3302,60,56,50,44,39
13,Georgia,32868,421,404,361,305,244
14,New Hampshire,2205,57,53,46,39,32
15,North Carolina,20595,459,488,485,452,397
16,New Jersey,31412,440,332,236,159,103
17,Colorado,11061,190,174,153,129,104
18,Maryland,13465,333,263,193,133,88
19,Nevada,8913,162,156,141,120,98
20,Tennessee,22142,662,699,693,651,584
21,Hawaii,1180,24,24,22,19,15
22,Indiana,21301,683,649,587,510,428
23,Kentucky,12890,227,243,244,228,196
24,Minnesota,11532,199,191,177,159,138
25,Oklahoma,13210,272,327,359,360,333
26,Pennsylvania,40563,709,532,375,251,161
27,South Carolina,15266,191,183,164,138,110
28,District of Columbia,1284,21,16,12,8,5
29,Kansas,7519,150,146,134,116,96
30,Missouri,17403,563,598,593,551,481
31,Vermont,533,18,18,16,13,11
32,Virginia,16127,429,400,354,300,247
33,Connecticut,9985,204,174,139,105,77
34,Iowa,8501,190,179,159,136,113
35,Louisiana,15631,226,221,203,178,151
36,Ohio,33537,856,721,568,425,305
37,Michigan,32197,818,753,663,561,457
38,South Dakota,2637,52,58,61,60,55
39,Arkansas,9616,315,362,383,370,330
40,Delaware,2531,78,67,53,39,28
41,Mississippi,10831,152,156,151,139,124
42,New Mexico,6417,136,146,145,134,116
43,North Dakota,2140,21,23,23,23,20
44,Wyoming,1625,18,21,23,23,22
45,Alaska,1085,28,33,34,32,27
46,Maine,1738,38,34,31,29,28
47,Alabama,17086,345,390,409,401,370
48,Idaho,4405,63,75,86,96,101
49,Montana,2993,47,52,56,57,56
50,Puerto Rico,3854,190,165,127,89,58
51,Virgin Islands,99,NaN,NaN,NaN,NaN,NaN
52,Guam,285,NaN,NaN,NaN,NaN,NaN
53,West Virginia,5743,138,147,152,150,140
54,Northern Mariana Islands,23,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
