,State,634,640,647,654,661,668
0,Washington,NaN,218,198,178,156,135
1,Illinois,NaN,178,158,136,113,91
2,California,NaN,513,456,407,363,321
3,Arizona,NaN,236,236,237,238,235
4,Massachusetts,NaN,92,86,79,70,61
5,Wisconsin,NaN,116,107,95,82,68
6,Texas,NaN,1245,1043,866,712,581
7,Nebraska,NaN,25,24,22,20,18
8,Utah,NaN,65,62,57,52,46
9,Oregon,NaN,131,115,99,83,68
10,Florida,NaN,831,629,473,353,262
11,New York,NaN,264,253,238,220,199
12,Rhode Island,NaN,11,10,9,7,6
13,Georgia,NaN,515,406,312,235,173
14,New Hampshire,NaN,19,19,20,19,19
15,North Carolina,NaN,352,295,239,188,145
16,New Jersey,NaN,117,107,96,85,73
17,Colorado,NaN,149,158,165,168,168
18,Maryland,NaN,104,100,94,86,78
19,Nevada,NaN,112,99,86,73,61
20,Tennessee,NaN,231,188,151,121,96
21,Hawaii,NaN,25,19,14,11,8
22,Indiana,NaN,235,204,174,146,120
23,Kentucky,NaN,220,190,159,129,102
24,Minnesota,NaN,146,156,164,168,169
25,Oklahoma,NaN,175,147,121,97,77
26,Pennsylvania,NaN,507,506,488,454,408
27,South Carolina,NaN,271,215,166,124,91
28,District of Columbia,NaN,3,2,2,1,1
29,Kansas,NaN,55,51,47,42,37
30,Missouri,NaN,141,123,105,89,74
31,Vermont,NaN,14,14,14,14,13
32,Virginia,NaN,262,234,205,175,146
33,Connecticut,NaN,33,29,26,22,18
34,Iowa,NaN,86,78,69,59,50
35,Louisiana,NaN,115,89,67,50,37
36,Ohio,NaN,655,601,537,468,399
37,Michigan,NaN,316,339,355,363,362
38,South Dakota,NaN,19,17,16,14,12
39,Arkansas,NaN,79,63,49,37,27
40,Delaware,NaN,26,25,23,20,18
41,Mississippi,NaN,103,80,60,45,32
42,New Mexico,NaN,60,59,57,54,49
43,North Dakota,NaN,31,33,34,34,33
44,Wyoming,NaN,39,35,31,26,22
45,Alaska,NaN,32,32,30,27,23
46,Maine,NaN,42,44,44,43,41
47,Alabama,NaN,268,202,147,104,71
48,Idaho,NaN,180,178,172,162,149
49,Montana,NaN,70,71,70,67,62
50,Puerto Rico,NaN,17,13,10,7,5
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,181,163,143,122,103
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
