,State,592,598,605,612,619,626
0,Washington,NaN,214,236,250,257,256
1,Illinois,NaN,226,249,263,265,257
2,California,NaN,733,773,787,774,737
3,Arizona,NaN,232,249,260,263,258
4,Massachusetts,NaN,71,80,88,94,98
5,Wisconsin,NaN,101,117,131,142,149
6,Texas,NaN,1722,1832,1868,1831,1728
7,Nebraska,NaN,35,44,54,64,73
8,Utah,NaN,56,60,63,65,66
9,Oregon,NaN,176,199,216,226,229
10,Florida,NaN,2160,2105,1946,1711,1436
11,New York,NaN,243,264,279,288,291
12,Rhode Island,NaN,13,14,14,13,12
13,Georgia,NaN,607,702,775,817,821
14,New Hampshire,NaN,17,21,25,29,33
15,North Carolina,NaN,429,457,464,452,426
16,New Jersey,NaN,118,129,137,141,142
17,Colorado,NaN,75,86,97,106,113
18,Maryland,NaN,89,103,116,126,134
19,Nevada,NaN,154,154,151,144,134
20,Tennessee,NaN,400,487,566,625,656
21,Hawaii,NaN,33,37,40,42,42
22,Indiana,NaN,265,332,403,473,533
23,Kentucky,NaN,239,289,334,369,389
24,Minnesota,NaN,60,66,69,69,68
25,Oklahoma,NaN,193,209,220,225,222
26,Pennsylvania,NaN,230,284,341,396,444
27,South Carolina,NaN,410,486,551,596,615
28,District of Columbia,NaN,5,6,6,7,7
29,Kansas,NaN,113,127,139,147,151
30,Missouri,NaN,223,212,195,176,155
31,Vermont,NaN,8,10,11,12,13
32,Virginia,NaN,167,204,241,278,310
33,Connecticut,NaN,40,43,44,45,44
34,Iowa,NaN,56,67,78,88,97
35,Louisiana,NaN,394,331,260,193,137
36,Ohio,NaN,203,269,347,431,515
37,Michigan,NaN,209,250,294,337,379
38,South Dakota,NaN,16,24,33,44,56
39,Arkansas,NaN,220,216,206,190,170
40,Delaware,NaN,28,33,38,42,44
41,Mississippi,NaN,342,339,317,283,243
42,New Mexico,NaN,52,57,60,60,58
43,North Dakota,NaN,14,20,27,36,47
44,Wyoming,NaN,40,48,57,63,68
45,Alaska,NaN,25,29,32,35,37
46,Maine,NaN,22,35,57,90,135
47,Alabama,NaN,289,311,322,320,305
48,Idaho,NaN,76,90,105,119,132
49,Montana,NaN,46,59,74,90,107
50,Puerto Rico,NaN,101,99,93,82,70
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,110,154,209,275,346
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
