,State,669,675,682,689,696,703
0,Washington,NaN,139,130,120,109,98
1,Illinois,NaN,180,207,235,257,269
2,California,NaN,555,538,510,472,423
3,Arizona,NaN,318,346,368,379,378
4,Massachusetts,NaN,110,136,167,195,201
5,Wisconsin,NaN,147,165,183,194,195
6,Texas,NaN,517,481,468,467,470
7,Nebraska,NaN,41,44,46,48,47
8,Utah,NaN,76,76,74,71,66
9,Oregon,NaN,152,138,124,110,95
10,Florida,NaN,295,268,260,263,270
11,New York,NaN,268,308,359,415,468
12,Rhode Island,NaN,11,13,14,15,14
13,Georgia,NaN,243,284,417,677,1089
14,New Hampshire,NaN,35,40,45,46,42
15,North Carolina,NaN,137,132,132,134,134
16,New Jersey,NaN,97,111,129,150,170
17,Colorado,NaN,263,267,262,249,229
18,Maryland,NaN,72,75,80,87,94
19,Nevada,NaN,93,93,93,91,88
20,Tennessee,NaN,112,110,115,123,133
21,Hawaii,NaN,24,22,20,18,16
22,Indiana,NaN,198,230,273,323,374
23,Kentucky,NaN,127,125,126,127,126
24,Minnesota,NaN,199,217,229,233,228
25,Oklahoma,NaN,94,99,112,131,153
26,Pennsylvania,NaN,519,562,590,584,537
27,South Carolina,NaN,81,70,62,56,50
28,District of Columbia,NaN,1,1,1,1,1
29,Kansas,NaN,78,86,93,100,105
30,Missouri,NaN,102,111,123,136,147
31,Vermont,NaN,15,17,19,20,19
32,Virginia,NaN,155,148,144,139,133
33,Connecticut,NaN,32,40,52,66,79
34,Iowa,NaN,104,114,126,137,146
35,Louisiana,NaN,49,46,44,43,42
36,Ohio,NaN,470,515,570,621,658
37,Michigan,NaN,499,595,699,785,832
38,South Dakota,NaN,25,27,28,28,28
39,Arkansas,NaN,73,80,91,107,125
40,Delaware,NaN,19,21,23,25,28
41,Mississippi,NaN,34,31,28,27,27
42,New Mexico,NaN,94,104,110,110,102
43,North Dakota,NaN,30,29,27,25,22
44,Wyoming,NaN,47,41,35,29,23
45,Alaska,NaN,29,26,23,20,17
46,Maine,NaN,41,47,53,57,59
47,Alabama,NaN,92,76,63,53,44
48,Idaho,NaN,76,62,49,39,30
49,Montana,NaN,56,49,43,36,30
50,Puerto Rico,NaN,9,8,8,8,8
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,85,88,97,109,122
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
