,State,767,773,780,787,794,801
0,Washington,NaN,177,126,85,55,34
1,Illinois,NaN,334,230,152,97,61
2,California,NaN,978,747,537,366,238
3,Arizona,NaN,336,248,174,117,76
4,Massachusetts,NaN,145,92,56,33,19
5,Wisconsin,NaN,126,94,68,48,33
6,Texas,NaN,1061,826,606,422,281
7,Nebraska,NaN,61,44,29,19,11
8,Utah,NaN,61,44,30,19,11
9,Oregon,NaN,65,46,31,20,12
10,Florida,NaN,786,590,421,287,189
11,New York,NaN,231,140,83,48,27
12,Rhode Island,NaN,14,8,5,3,1
13,Georgia,NaN,424,335,251,180,124
14,New Hampshire,NaN,28,20,14,9,6
15,North Carolina,NaN,273,195,132,86,53
16,New Jersey,NaN,161,124,101,87,78
17,Colorado,NaN,78,53,35,22,14
18,Maryland,NaN,73,50,35,24,16
19,Nevada,NaN,109,78,53,35,22
20,Tennessee,NaN,421,311,218,146,94
21,Hawaii,NaN,25,19,14,9,6
22,Indiana,NaN,239,174,122,83,55
23,Kentucky,NaN,198,154,110,73,45
24,Minnesota,NaN,100,71,48,31,19
25,Oklahoma,NaN,259,199,139,90,55
26,Pennsylvania,NaN,328,250,196,156,125
27,South Carolina,NaN,269,201,138,89,54
28,District of Columbia,NaN,4,2,1,0,0
29,Kansas,NaN,82,58,39,25,16
30,Missouri,NaN,322,245,173,115,72
31,Vermont,NaN,11,8,6,4,3
32,Virginia,NaN,409,333,262,202,152
33,Connecticut,NaN,56,37,24,15,9
34,Iowa,NaN,95,71,52,37,25
35,Louisiana,NaN,133,93,62,40,24
36,Ohio,NaN,366,253,170,111,71
37,Michigan,NaN,325,238,167,113,74
38,South Dakota,NaN,24,17,11,7,4
39,Arkansas,NaN,137,98,64,40,23
40,Delaware,NaN,28,19,13,8,5
41,Mississippi,NaN,150,101,64,39,23
42,New Mexico,NaN,84,61,41,27,17
43,North Dakota,NaN,14,10,7,4,3
44,Wyoming,NaN,18,13,9,6,3
45,Alaska,NaN,17,13,10,7,4
46,Maine,NaN,38,30,23,17,12
47,Alabama,NaN,164,113,73,44,26
48,Idaho,NaN,100,78,56,37,23
49,Montana,NaN,46,38,29,21,14
50,Puerto Rico,NaN,25,16,10,6,3
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,125,104,81,59,41
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
