,State,270,276,283,290,297,304
0,Washington,2239,56,62,67,74,81
1,Illinois,9474,257,304,361,428,505
2,California,16979,426,428,432,436,440
3,Arizona,5827,82,91,101,112,124
4,Massachusetts,9737,145,167,192,220,252
5,Wisconsin,1574,131,144,156,168,180
6,Texas,17465,580,636,709,793,886
7,Nebraska,548,35,41,49,57,66
8,Utah,543,41,45,50,54,59
9,Oregon,620,31,33,32,30,28
10,Florida,15967,572,548,525,502,480
11,New York,33357,107,133,166,206,255
12,Rhode Island,1152,19,23,27,32,38
13,Georgia,7638,182,162,144,128,114
14,New Hampshire,466,13,16,20,25,30
15,North Carolina,3934,192,214,239,266,296
16,New Jersey,16211,46,55,65,78,92
17,Colorado,2176,63,73,85,98,113
18,Maryland,4037,36,36,36,36,36
19,Nevada,1710,55,68,83,103,126
20,Tennessee,2909,190,185,171,152,134
21,Hawaii,187,14,14,13,12,12
22,Indiana,3937,147,175,209,249,295
23,Kentucky,1318,67,77,88,100,114
24,Minnesota,2287,89,100,112,126,140
25,Oklahoma,1171,60,65,69,73,78
26,Pennsylvania,8465,163,198,241,293,356
27,South Carolina,3650,105,105,104,104,104
28,District of Columbia,641,5,5,5,5,5
29,Kansas,859,78,80,82,84,86
30,Missouri,2592,203,228,257,290,326
31,Vermont,58,0,0,0,0,0
32,Virginia,3433,96,102,110,120,130
33,Connecticut,4542,21,28,38,51,68
34,Iowa,1532,83,89,95,102,109
35,Louisiana,5750,80,74,69,63,58
36,Ohio,5067,95,117,146,182,227
37,Michigan,7340,132,162,199,245,301
38,South Dakota,323,45,54,64,75,88
39,Arkansas,1704,150,158,167,176,185
40,Delaware,665,12,13,13,15,16
41,Mississippi,3171,107,130,159,194,236
42,New Mexico,934,37,54,78,112,159
43,North Dakota,404,75,86,97,109,121
44,Wyoming,57,3,3,4,5,6
45,Alaska,67,7,9,12,15,20
46,Maine,146,2,2,2,2,2
47,Alabama,2788,117,134,153,174,198
48,Idaho,528,34,44,55,69,86
49,Montana,241,40,48,52,54,56
50,Puerto Rico,766,38,33,28,24,20
51,Virgin Islands,21,NaN,NaN,NaN,NaN,NaN
52,Guam,63,NaN,NaN,NaN,NaN,NaN
53,West Virginia,402,22,22,23,23,24
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
