,State,683,689,696,703,710,717
0,Washington,NaN,128,114,100,86,72
1,Illinois,NaN,236,276,304,312,298
2,California,NaN,533,487,431,369,305
3,Arizona,NaN,297,298,289,270,244
4,Massachusetts,NaN,153,173,183,183,172
5,Wisconsin,NaN,185,191,186,170,148
6,Texas,NaN,423,431,442,451,455
7,Nebraska,NaN,48,50,50,48,45
8,Utah,NaN,69,65,59,52,45
9,Oregon,NaN,130,114,98,83,68
10,Florida,NaN,247,255,266,276,281
11,New York,NaN,305,343,376,399,406
12,Rhode Island,NaN,18,20,21,20,17
13,Georgia,NaN,195,192,192,192,192
14,New Hampshire,NaN,36,38,38,34,28
15,North Carolina,NaN,137,146,155,162,162
16,New Jersey,NaN,133,160,188,212,228
17,Colorado,NaN,241,228,208,184,157
18,Maryland,NaN,81,91,103,113,121
19,Nevada,NaN,85,83,79,74,67
20,Tennessee,NaN,155,181,212,247,281
21,Hawaii,NaN,16,15,13,12,10
22,Indiana,NaN,306,377,454,525,581
23,Kentucky,NaN,137,166,202,239,274
24,Minnesota,NaN,236,250,254,246,227
25,Oklahoma,NaN,126,134,140,145,146
26,Pennsylvania,NaN,624,731,845,910,891
27,South Carolina,NaN,77,85,101,127,161
28,District of Columbia,NaN,1,1,1,1,1
29,Kansas,NaN,93,106,118,127,131
30,Missouri,NaN,172,206,240,269,289
31,Vermont,NaN,22,23,23,21,17
32,Virginia,NaN,148,166,187,206,221
33,Connecticut,NaN,32,42,53,63,69
34,Iowa,NaN,108,118,126,131,131
35,Louisiana,NaN,49,55,64,74,86
36,Ohio,NaN,604,666,711,729,716
37,Michigan,NaN,655,707,721,695,632
38,South Dakota,NaN,24,23,21,18,15
39,Arkansas,NaN,63,83,108,138,170
40,Delaware,NaN,27,31,35,39,40
41,Mississippi,NaN,38,46,59,75,93
42,New Mexico,NaN,100,100,94,83,70
43,North Dakota,NaN,31,29,26,23,20
44,Wyoming,NaN,23,19,16,12,9
45,Alaska,NaN,12,10,8,7,5
46,Maine,NaN,55,59,60,57,51
47,Alabama,NaN,75,84,97,112,128
48,Idaho,NaN,52,42,33,26,20
49,Montana,NaN,48,41,34,27,22
50,Puerto Rico,NaN,8,8,8,8,8
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,101,106,109,108,103
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
