,State,585,591,598,605,612,619
0,Washington,NaN,182,208,229,244,251
1,Illinois,NaN,207,239,262,276,278
2,California,NaN,733,804,850,867,856
3,Arizona,NaN,186,208,224,234,238
4,Massachusetts,NaN,68,81,92,103,111
5,Wisconsin,NaN,78,93,106,118,127
6,Texas,NaN,1419,1586,1692,1729,1697
7,Nebraska,NaN,18,23,30,37,44
8,Utah,NaN,55,60,64,67,68
9,Oregon,NaN,143,178,213,246,272
10,Florida,NaN,2058,2206,2231,2133,1933
11,New York,NaN,245,278,304,323,335
12,Rhode Island,NaN,11,13,14,14,13
13,Georgia,NaN,469,589,706,805,872
14,New Hampshire,NaN,17,22,29,36,44
15,North Carolina,NaN,341,419,497,569,629
16,New Jersey,NaN,102,122,143,164,183
17,Colorado,NaN,64,74,85,96,106
18,Maryland,NaN,82,98,113,127,139
19,Nevada,NaN,164,167,166,161,153
20,Tennessee,NaN,343,446,555,657,737
21,Hawaii,NaN,23,27,29,30,30
22,Indiana,NaN,218,302,405,525,651
23,Kentucky,NaN,208,276,352,428,492
24,Minnesota,NaN,67,87,110,137,164
25,Oklahoma,NaN,138,154,165,171,173
26,Pennsylvania,NaN,181,234,294,358,422
27,South Carolina,NaN,310,383,453,512,554
28,District of Columbia,NaN,5,6,7,7,7
29,Kansas,NaN,117,129,137,142,142
30,Missouri,NaN,229,223,211,195,175
31,Vermont,NaN,9,12,14,17,19
32,Virginia,NaN,132,169,211,256,302
33,Connecticut,NaN,31,35,38,40,41
34,Iowa,NaN,47,61,77,95,113
35,Louisiana,NaN,474,458,421,371,316
36,Ohio,NaN,200,267,348,440,539
37,Michigan,NaN,180,224,271,320,371
38,South Dakota,NaN,11,17,26,38,52
39,Arkansas,NaN,234,240,237,227,210
40,Delaware,NaN,26,32,37,40,42
41,Mississippi,NaN,366,401,410,396,364
42,New Mexico,NaN,47,55,63,68,70
43,North Dakota,NaN,15,23,36,54,77
44,Wyoming,NaN,29,38,48,58,67
45,Alaska,NaN,21,26,30,34,38
46,Maine,NaN,15,17,20,22,23
47,Alabama,NaN,278,307,324,328,319
48,Idaho,NaN,59,70,80,90,99
49,Montana,NaN,37,48,62,78,96
50,Puerto Rico,NaN,116,127,132,130,121
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,72,111,168,245,342
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
