,State,263,269,276,283,290,297
0,Washington,2190,60,61,58,53,47
1,Illinois,9230,189,191,192,193,194
2,California,16579,481,479,487,497,507
3,Arizona,5759,112,123,135,149,163
4,Massachusetts,9604,125,144,165,190,218
5,Wisconsin,1465,110,124,135,145,156
6,Texas,16971,608,634,676,724,775
7,Nebraska,519,33,38,44,50,56
8,Utah,517,35,40,45,50,55
9,Oregon,599,31,34,35,34,32
10,Florida,15364,565,530,498,467,438
11,New York,33294,102,131,169,217,279
12,Rhode Island,1130,16,16,17,18,18
13,Georgia,7416,221,197,175,156,139
14,New Hampshire,456,8,10,13,16,19
15,North Carolina,3770,196,212,231,252,275
16,New Jersey,16174,47,56,67,79,93
17,Colorado,2113,46,51,56,61,65
18,Maryland,3999,40,39,39,39,38
19,Nevada,1661,52,65,82,104,131
20,Tennessee,2767,175,157,138,122,107
21,Hawaii,169,12,11,11,10,10
22,Indiana,3789,108,119,132,148,165
23,Kentucky,1252,59,68,79,91,105
24,Minnesota,2194,70,78,86,95,104
25,Oklahoma,1098,59,63,67,72,76
26,Pennsylvania,8330,162,198,245,304,376
27,South Carolina,3552,129,133,136,139,142
28,District of Columbia,637,5,5,5,5,5
29,Kansas,774,65,67,69,70,72
30,Missouri,2424,213,214,215,216,216
31,Vermont,58,0,0,0,0,0
32,Virginia,3358,113,111,108,105,103
33,Connecticut,4530,19,23,29,35,44
34,Iowa,1462,79,85,91,98,105
35,Louisiana,5655,79,72,67,61,56
36,Ohio,4999,149,169,196,228,265
37,Michigan,7219,99,107,116,126,136
38,South Dakota,286,39,45,51,56,59
39,Arkansas,1569,147,157,167,178,188
40,Delaware,654,13,14,15,16,18
41,Mississippi,3101,99,103,107,111,115
42,New Mexico,911,32,42,46,44,39
43,North Dakota,337,66,76,86,97,109
44,Wyoming,54,5,6,6,6,6
45,Alaska,60,7,9,12,16,20
46,Maine,143,1,1,1,1,2
47,Alabama,2664,66,60,55,50,45
48,Idaho,507,30,34,34,32,29
49,Montana,210,31,41,49,53,56
50,Puerto Rico,730,49,45,40,34,29
51,Virgin Islands,20,NaN,NaN,NaN,NaN,NaN
52,Guam,58,NaN,NaN,NaN,NaN,NaN
53,West Virginia,385,28,29,31,32,34
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
