,State,522,528,535,542,549,556
0,Washington,5902,26,23,20,18,16
1,Illinois,25632,52,35,24,16,11
2,California,63589,151,136,121,108,96
3,Arizona,17914,63,60,58,59,63
4,Massachusetts,17988,11,7,5,3,2
5,Wisconsin,8099,23,17,12,10,8
6,Texas,52273,147,138,137,143,155
7,Nebraska,2259,1,1,1,1,0
8,Utah,2363,10,11,14,18,23
9,Oregon,2763,17,14,12,10,9
10,Florida,37772,185,169,161,160,165
11,New York,53664,38,30,24,21,19
12,Rhode Island,2728,1,1,0,0,0
13,Georgia,21393,93,79,69,62,60
14,New Hampshire,1371,2,1,1,1,1
15,North Carolina,13412,51,41,35,31,29
16,New Jersey,26437,34,31,30,30,31
17,Colorado,6777,39,39,41,45,50
18,Maryland,9737,15,10,7,5,4
19,Nevada,5667,22,25,30,39,50
20,Tennessee,12550,11,8,6,5,4
21,Hawaii,516,3,2,2,2,2
22,Indiana,13822,33,28,25,23,24
23,Kentucky,7204,24,19,15,12,10
24,Minnesota,7675,17,11,7,5,3
25,Oklahoma,7384,27,34,46,62,86
26,Pennsylvania,27651,45,30,20,13,8
27,South Carolina,9819,13,10,7,5,4
28,District of Columbia,1141,0,0,0,0,0
29,Kansas,5147,18,20,22,26,32
30,Missouri,9676,54,72,101,144,203
31,Vermont,256,0,0,0,0,0
32,Virginia,11396,35,29,23,18,13
33,Connecticut,8275,4,2,2,1,1
34,Iowa,6133,11,9,8,7,7
35,Louisiana,10723,31,29,27,26,26
36,Ohio,20281,19,16,15,14,14
37,Michigan,20959,55,35,21,13,8
38,South Dakota,2030,1,1,0,0,0
39,Arkansas,5893,18,21,25,31,40
40,Delaware,1694,2,2,1,1,1
41,Mississippi,7395,22,24,26,30,36
42,New Mexico,4335,13,12,11,11,10
43,North Dakota,1559,2,1,1,0,0
44,Wyoming,740,6,7,8,9,11
45,Alaska,374,1,0,0,0,0
46,Maine,858,3,2,1,0,0
47,Alabama,11336,38,36,34,34,35
48,Idaho,2145,11,9,9,8,8
49,Montana,1662,7,6,5,4,4
50,Puerto Rico,2547,5,4,3,3,2
51,Virgin Islands,30,NaN,NaN,NaN,NaN,NaN
52,Guam,139,NaN,NaN,NaN,NaN,NaN
53,West Virginia,2876,10,7,5,4,3
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
