,State,431,437,444,451,458,465
0,Washington,5218,50,57,68,85,108
1,Illinois,23521,167,184,207,235,265
2,California,58949,362,298,254,224,203
3,Arizona,16918,119,91,72,61,55
4,Massachusetts,17115,239,289,372,493,655
5,Wisconsin,7274,45,47,51,58,67
6,Texas,48093,622,552,526,532,557
7,Nebraska,2175,9,10,10,12,14
8,Utah,2114,33,32,33,36,39
9,Oregon,2375,26,29,34,42,53
10,Florida,33178,407,394,393,400,411
11,New York,50017,618,683,767,863,961
12,Rhode Island,2608,21,24,28,33,38
13,Georgia,18926,186,173,176,194,224
14,New Hampshire,1237,20,25,32,42,55
15,North Carolina,12028,109,105,108,117,131
16,New Jersey,24389,274,301,335,374,416
17,Colorado,6092,27,29,33,39,47
18,Maryland,8251,118,143,183,246,335
19,Nevada,5236,49,47,47,51,58
20,Tennessee,11816,90,99,116,141,173
21,Hawaii,462,7,9,11,14,17
22,Indiana,13023,78,83,96,117,149
23,Kentucky,6031,64,54,47,43,41
24,Minnesota,6908,66,85,113,152,200
25,Oklahoma,4850,53,44,39,37,36
26,Pennsylvania,24971,272,347,464,631,852
27,South Carolina,9122,93,91,95,106,121
28,District of Columbia,1056,8,9,11,14,17
29,Kansas,4848,26,24,23,24,26
30,Missouri,8796,66,72,85,107,141
31,Vermont,225,5,6,8,11,14
32,Virginia,10198,90,94,104,120,142
33,Connecticut,7865,73,96,133,184,252
34,Iowa,5725,42,46,55,69,91
35,Louisiana,10087,93,95,109,133,167
36,Ohio,18609,171,193,227,272,323
37,Michigan,17047,205,305,482,771,1202
38,South Dakota,1933,12,14,16,19,22
39,Arkansas,5595,44,35,29,26,24
40,Delaware,1544,20,21,24,27,30
41,Mississippi,7001,39,35,33,33,33
42,New Mexico,3925,31,30,31,32,34
43,North Dakota,1498,6,8,11,15,21
44,Wyoming,695,4,5,5,6,8
45,Alaska,313,3,4,4,5,6
46,Maine,736,6,7,9,11,13
47,Alabama,10526,75,68,65,66,70
48,Idaho,1954,24,28,34,42,55
49,Montana,1436,21,22,25,29,34
50,Puerto Rico,2112,20,24,33,46,66
51,Virgin Islands,26,NaN,NaN,NaN,NaN,NaN
52,Guam,134,NaN,NaN,NaN,NaN,NaN
53,West Virginia,2634,25,30,37,49,64
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
