,State,809,815,822,829,836,843
0,Washington,NaN,32,24,20,18,19
1,Illinois,NaN,63,67,81,104,136
2,California,NaN,196,146,114,95,88
3,Arizona,NaN,137,103,92,101,129
4,Massachusetts,NaN,48,55,63,72,80
5,Wisconsin,NaN,47,38,34,34,40
6,Texas,NaN,156,126,112,110,116
7,Nebraska,NaN,5,3,2,1,1
8,Utah,NaN,8,5,3,2,1
9,Oregon,NaN,29,24,20,19,18
10,Florida,NaN,150,113,95,92,103
11,New York,NaN,96,131,171,203,213
12,Rhode Island,NaN,2,2,2,3,2
13,Georgia,NaN,72,47,31,21,15
14,New Hampshire,NaN,6,6,6,7,7
15,North Carolina,NaN,38,30,24,19,15
16,New Jersey,NaN,38,42,55,81,126
17,Colorado,NaN,13,12,11,10,10
18,Maryland,NaN,18,21,28,45,77
19,Nevada,NaN,22,18,15,14,12
20,Tennessee,NaN,23,12,6,3,1
21,Hawaii,NaN,3,3,3,2,2
22,Indiana,NaN,34,26,20,16,12
23,Kentucky,NaN,108,80,62,53,51
24,Minnesota,NaN,31,27,24,21,18
25,Oklahoma,NaN,33,20,13,10,8
26,Pennsylvania,NaN,79,69,66,72,89
27,South Carolina,NaN,22,11,6,3,1
28,District of Columbia,NaN,1,0,0,0,0
29,Kansas,NaN,13,9,7,7,7
30,Missouri,NaN,49,33,23,17,13
31,Vermont,NaN,3,3,3,2,2
32,Virginia,NaN,64,52,48,50,59
33,Connecticut,NaN,11,9,9,11,15
34,Iowa,NaN,24,19,16,14,15
35,Louisiana,NaN,38,29,22,18,14
36,Ohio,NaN,64,50,44,42,45
37,Michigan,NaN,60,50,47,48,50
38,South Dakota,NaN,2,1,1,0,0
39,Arkansas,NaN,42,30,22,17,12
40,Delaware,NaN,5,4,4,5,5
41,Mississippi,NaN,12,9,8,7,7
42,New Mexico,NaN,20,14,9,7,4
43,North Dakota,NaN,1,0,0,0,0
44,Wyoming,NaN,2,2,1,1,0
45,Alaska,NaN,5,5,4,3,3
46,Maine,NaN,18,18,20,22,24
47,Alabama,NaN,46,33,25,19,14
48,Idaho,NaN,7,4,2,1,1
49,Montana,NaN,5,3,2,1,1
50,Puerto Rico,NaN,6,6,5,5,5
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,22,15,9,6,4
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
