,State,417,423,430,437,444,451
0,Washington,5123,76,69,65,62,61
1,Illinois,23207,196,181,167,154,140
2,California,56573,615,480,385,312,253
3,Arizona,16553,187,146,119,99,83
4,Massachusetts,16645,211,193,180,169,160
5,Wisconsin,7176,72,62,54,47,41
6,Texas,46423,828,646,508,403,323
7,Nebraska,2127,19,17,14,12,10
8,Utah,2027,39,32,27,23,20
9,Oregon,2322,42,38,35,34,33
10,Florida,32255,611,549,496,449,405
11,New York,48953,621,590,557,521,480
12,Rhode Island,2567,21,20,19,18,17
13,Georgia,18215,330,278,238,208,184
14,New Hampshire,1199,11,11,10,10,9
15,North Carolina,11691,161,127,101,83,69
16,New Jersey,23903,330,331,332,329,323
17,Colorado,6038,42,40,39,38,37
18,Maryland,8048,88,82,77,73,69
19,Nevada,5118,51,45,43,42,42
20,Tennessee,11639,122,106,93,82,73
21,Hawaii,450,5,5,4,4,5
22,Indiana,12856,116,105,97,92,88
23,Kentucky,4982,123,101,83,69,57
24,Minnesota,6814,60,63,67,71,75
25,Oklahoma,4701,104,79,60,46,35
26,Pennsylvania,24510,262,247,236,227,219
27,South Carolina,8875,136,107,83,64,50
28,District of Columbia,1041,13,14,14,14,15
29,Kansas,4778,40,32,26,21,18
30,Missouri,8660,124,100,82,66,53
31,Vermont,214,5,5,5,6,6
32,Virginia,10019,106,89,76,65,58
33,Connecticut,7765,58,51,45,40,35
34,Iowa,5641,72,63,54,47,40
35,Louisiana,9884,84,67,55,46,40
36,Ohio,17870,158,134,114,97,83
37,Michigan,16769,139,159,188,224,265
38,South Dakota,1912,16,16,16,16,15
39,Arkansas,5474,61,47,37,29,23
40,Delaware,1507,37,35,34,33,33
41,Mississippi,6901,80,71,65,60,55
42,New Mexico,3852,54,44,36,29,23
43,North Dakota,1488,6,6,6,5,5
44,Wyoming,691,6,5,4,3,3
45,Alaska,306,5,5,5,5,5
46,Maine,724,13,13,14,15,17
47,Alabama,10327,157,126,101,80,64
48,Idaho,1910,23,23,23,23,23
49,Montana,1392,12,11,9,8,7
50,Puerto Rico,2080,19,19,21,23,26
51,Virgin Islands,25,NaN,NaN,NaN,NaN,NaN
52,Guam,133,NaN,NaN,NaN,NaN,NaN
53,West Virginia,2530,22,19,17,15,14
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
