,State,725,731,738,745,752,759
0,Washington,NaN,393,542,688,803,858
1,Illinois,NaN,1088,1188,1156,1014,816
2,California,NaN,1042,1319,1520,1592,1524
3,Arizona,NaN,732,1080,1480,1773,1830
4,Massachusetts,NaN,517,627,698,715,675
5,Wisconsin,NaN,267,281,283,268,238
6,Texas,NaN,1028,1241,1284,1149,912
7,Nebraska,NaN,71,108,156,190,194
8,Utah,NaN,126,194,262,300,293
9,Oregon,NaN,157,185,204,212,207
10,Florida,NaN,662,787,816,755,635
11,New York,NaN,1620,1587,1310,955,635
12,Rhode Island,NaN,63,72,77,74,65
13,Georgia,NaN,429,531,575,546,464
14,New Hampshire,NaN,66,83,105,124,132
15,North Carolina,NaN,375,462,527,559,553
16,New Jersey,NaN,631,565,449,327,222
17,Colorado,NaN,244,304,363,403,409
18,Maryland,NaN,634,712,709,646,549
19,Nevada,NaN,138,190,251,298,310
20,Tennessee,NaN,433,560,676,754,773
21,Hawaii,NaN,26,30,31,28,23
22,Indiana,NaN,777,1099,1486,1799,1898
23,Kentucky,NaN,256,313,389,456,477
24,Minnesota,NaN,338,557,882,1177,1287
25,Oklahoma,NaN,204,356,561,727,767
26,Pennsylvania,NaN,1293,1361,1283,1110,900
27,South Carolina,NaN,193,236,269,277,257
28,District of Columbia,NaN,30,30,26,19,13
29,Kansas,NaN,82,97,113,127,132
30,Missouri,NaN,383,503,619,690,689
31,Vermont,NaN,20,27,33,37,38
32,Virginia,NaN,1036,1297,1429,1404,1250
33,Connecticut,NaN,281,329,356,359,341
34,Iowa,NaN,224,339,501,653,720
35,Louisiana,NaN,139,174,199,210,206
36,Ohio,NaN,1195,1343,1423,1415,1318
37,Michigan,NaN,954,1120,1245,1284,1223
38,South Dakota,NaN,50,69,92,113,123
39,Arkansas,NaN,204,284,363,408,401
40,Delaware,NaN,85,104,117,121,114
41,Mississippi,NaN,137,171,195,203,195
42,New Mexico,NaN,91,104,116,125,127
43,North Dakota,NaN,30,44,63,80,89
44,Wyoming,NaN,23,35,49,60,64
45,Alaska,NaN,12,20,29,33,30
46,Maine,NaN,55,71,113,175,227
47,Alabama,NaN,274,384,485,553,569
48,Idaho,NaN,52,82,136,205,263
49,Montana,NaN,44,79,138,208,258
50,Puerto Rico,NaN,203,239,225,181,130
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,116,128,146,161,167
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
