,State,438,444,451,458,465,472
0,Washington,5278,60,73,91,115,147
1,Illinois,23654,186,224,273,331,393
2,California,59711,411,350,308,278,255
3,Arizona,16990,87,74,71,74,83
4,Massachusetts,17281,259,304,367,451,551
5,Wisconsin,7340,53,60,69,81,94
6,Texas,48697,519,467,448,450,460
7,Nebraska,2181,20,25,34,47,64
8,Utah,2132,31,31,32,35,39
9,Oregon,2392,16,19,23,29,36
10,Florida,33674,446,469,518,587,668
11,New York,50633,613,660,716,775,826
12,Rhode Island,2630,18,20,23,27,31
13,Georgia,19212,261,233,222,228,248
14,New Hampshire,1249,18,22,28,35,44
15,North Carolina,12136,146,145,152,165,183
16,New Jersey,24637,278,305,336,370,401
17,Colorado,6126,31,36,43,52,64
18,Maryland,8350,108,131,166,216,282
19,Nevada,5274,46,46,49,56,65
20,Tennessee,11915,102,102,104,110,119
21,Hawaii,467,8,11,14,19,24
22,Indiana,13074,77,89,110,142,187
23,Kentucky,6149,176,165,167,181,205
24,Minnesota,6953,72,93,122,158,199
25,Oklahoma,4953,43,38,36,35,35
26,Pennsylvania,25173,236,291,368,470,591
27,South Carolina,9196,92,90,93,101,112
28,District of Columbia,1070,11,13,15,18,22
29,Kansas,4889,37,36,37,40,45
30,Missouri,8866,74,79,89,105,125
31,Vermont,229,6,7,9,11,14
32,Virginia,10329,89,94,105,121,140
33,Connecticut,7904,57,69,87,109,136
34,Iowa,5822,43,46,51,60,72
35,Louisiana,10161,67,66,71,82,95
36,Ohio,18741,196,234,283,341,401
37,Michigan,17259,284,422,638,950,1352
38,South Dakota,1938,8,9,11,13,16
39,Arkansas,5643,36,28,23,21,19
40,Delaware,1566,22,26,32,39,47
41,Mississippi,7055,39,35,34,34,35
42,New Mexico,3949,26,26,27,28,29
43,North Dakota,1498,3,4,6,7,10
44,Wyoming,700,3,3,4,4,5
45,Alaska,313,4,4,5,6,8
46,Maine,745,7,9,11,13,16
47,Alabama,10637,80,74,74,77,82
48,Idaho,1966,12,13,15,18,22
49,Montana,1466,24,25,27,31,35
50,Puerto Rico,2131,21,31,49,81,132
51,Virgin Islands,26,NaN,NaN,NaN,NaN,NaN
52,Guam,136,NaN,NaN,NaN,NaN,NaN
53,West Virginia,2695,26,31,39,49,62
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
