,State,529,535,542,549,556,563
0,Washington,NaN,29,26,23,22,21
1,Illinois,NaN,46,45,48,54,63
2,California,NaN,145,158,188,240,317
3,Arizona,NaN,67,71,79,93,114
4,Massachusetts,NaN,8,6,4,3,2
5,Wisconsin,NaN,22,18,16,15,15
6,Texas,NaN,166,179,207,253,320
7,Nebraska,NaN,1,1,1,2,2
8,Utah,NaN,25,31,40,51,64
9,Oregon,NaN,14,12,11,9,8
10,Florida,NaN,202,207,221,247,290
11,New York,NaN,34,30,30,31,34
12,Rhode Island,NaN,1,1,0,0,0
13,Georgia,NaN,79,77,81,91,110
14,New Hampshire,NaN,2,1,1,1,1
15,North Carolina,NaN,36,31,28,27,27
16,New Jersey,NaN,32,30,29,30,31
17,Colorado,NaN,33,34,36,40,43
18,Maryland,NaN,12,10,8,7,6
19,Nevada,NaN,30,38,50,68,92
20,Tennessee,NaN,14,12,11,10,10
21,Hawaii,NaN,3,3,4,4,5
22,Indiana,NaN,37,37,39,44,52
23,Kentucky,NaN,18,15,12,11,10
24,Minnesota,NaN,16,13,11,10,9
25,Oklahoma,NaN,27,34,44,57,76
26,Pennsylvania,NaN,34,25,20,18,17
27,South Carolina,NaN,12,11,11,11,12
28,District of Columbia,NaN,0,0,0,0,0
29,Kansas,NaN,19,24,31,42,58
30,Missouri,NaN,67,85,109,138,172
31,Vermont,NaN,0,0,0,0,0
32,Virginia,NaN,31,25,19,14,10
33,Connecticut,NaN,3,3,3,3,3
34,Iowa,NaN,9,8,8,8,8
35,Louisiana,NaN,35,37,42,49,61
36,Ohio,NaN,15,14,14,14,16
37,Michigan,NaN,36,27,22,19,19
38,South Dakota,NaN,2,2,3,3,4
39,Arkansas,NaN,27,35,48,65,88
40,Delaware,NaN,3,2,2,2,2
41,Mississippi,NaN,25,30,37,49,65
42,New Mexico,NaN,12,11,11,11,11
43,North Dakota,NaN,1,1,0,0,0
44,Wyoming,NaN,8,11,14,18,25
45,Alaska,NaN,1,1,1,1,1
46,Maine,NaN,2,1,1,0,0
47,Alabama,NaN,28,29,33,38,46
48,Idaho,NaN,10,9,8,8,8
49,Montana,NaN,6,6,7,7,8
50,Puerto Rico,NaN,4,4,3,3,3
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,8,6,5,4,3
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
