,State,662,668,675,682,689,696
0,Washington,NaN,140,130,120,109,97
1,Illinois,NaN,155,174,203,236,266
2,California,NaN,547,548,541,521,489
3,Arizona,NaN,306,339,371,396,410
4,Massachusetts,NaN,83,90,98,106,109
5,Wisconsin,NaN,133,147,166,185,198
6,Texas,NaN,597,555,574,642,748
7,Nebraska,NaN,39,42,44,47,48
8,Utah,NaN,75,75,73,70,66
9,Oregon,NaN,95,87,80,71,63
10,Florida,NaN,362,291,236,192,156
11,New York,NaN,242,260,289,324,361
12,Rhode Island,NaN,6,6,7,7,7
13,Georgia,NaN,271,228,197,174,155
14,New Hampshire,NaN,32,37,42,45,45
15,North Carolina,NaN,150,128,110,93,78
16,New Jersey,NaN,96,94,93,92,89
17,Colorado,NaN,230,238,238,231,217
18,Maryland,NaN,68,65,62,61,59
19,Nevada,NaN,87,86,86,85,83
20,Tennessee,NaN,108,102,109,126,152
21,Hawaii,NaN,20,18,16,14,13
22,Indiana,NaN,200,238,301,388,492
23,Kentucky,NaN,144,128,116,105,95
24,Minnesota,NaN,174,216,283,369,455
25,Oklahoma,NaN,103,104,117,141,173
26,Pennsylvania,NaN,459,484,509,516,495
27,South Carolina,NaN,103,86,74,64,57
28,District of Columbia,NaN,2,1,1,1,0
29,Kansas,NaN,133,151,178,212,249
30,Missouri,NaN,113,119,130,143,157
31,Vermont,NaN,17,20,23,25,27
32,Virginia,NaN,166,159,163,172,184
33,Connecticut,NaN,21,21,23,25,27
34,Iowa,NaN,97,102,110,119,128
35,Louisiana,NaN,48,40,33,26,20
36,Ohio,NaN,446,465,500,541,578
37,Michigan,NaN,393,474,585,704,803
38,South Dakota,NaN,20,20,19,18,17
39,Arkansas,NaN,60,54,49,43,37
40,Delaware,NaN,21,19,17,15,13
41,Mississippi,NaN,41,33,28,23,19
42,New Mexico,NaN,77,88,96,100,99
43,North Dakota,NaN,26,24,21,17,14
44,Wyoming,NaN,42,38,32,27,22
45,Alaska,NaN,16,13,10,8,6
46,Maine,NaN,32,30,27,23,20
47,Alabama,NaN,115,94,78,65,53
48,Idaho,NaN,88,74,60,48,37
49,Montana,NaN,68,62,54,47,40
50,Puerto Rico,NaN,8,8,8,8,8
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,91,82,74,66,58
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
