,State,578,584,591,598,605,612
0,Washington,NaN,145,185,228,271,311
1,Illinois,NaN,170,210,248,280,301
2,California,NaN,625,735,830,902,946
3,Arizona,NaN,180,212,239,262,278
4,Massachusetts,NaN,58,73,89,104,118
5,Wisconsin,NaN,51,63,74,83,91
6,Texas,NaN,1107,1335,1529,1671,1747
7,Nebraska,NaN,14,19,25,32,39
8,Utah,NaN,52,55,58,59,59
9,Oregon,NaN,115,168,237,321,411
10,Florida,NaN,1811,2087,2256,2294,2198
11,New York,NaN,212,259,301,339,371
12,Rhode Island,NaN,9,12,15,19,22
13,Georgia,NaN,370,495,632,767,881
14,New Hampshire,NaN,7,11,17,26,36
15,North Carolina,NaN,302,412,541,682,822
16,New Jersey,NaN,87,111,140,172,206
17,Colorado,NaN,58,68,79,89,99
18,Maryland,NaN,70,92,115,140,165
19,Nevada,NaN,150,156,158,156,151
20,Tennessee,NaN,299,406,528,655,773
21,Hawaii,NaN,16,21,25,29,32
22,Indiana,NaN,156,222,310,420,546
23,Kentucky,NaN,132,185,248,320,391
24,Minnesota,NaN,65,92,126,168,218
25,Oklahoma,NaN,107,124,139,150,157
26,Pennsylvania,NaN,145,198,262,335,414
27,South Carolina,NaN,219,283,346,405,454
28,District of Columbia,NaN,4,6,9,12,16
29,Kansas,NaN,121,133,141,144,143
30,Missouri,NaN,224,228,224,214,198
31,Vermont,NaN,8,11,15,20,26
32,Virginia,NaN,79,106,138,174,212
33,Connecticut,NaN,14,17,19,21,23
34,Iowa,NaN,26,33,40,47,55
35,Louisiana,NaN,506,568,605,617,604
36,Ohio,NaN,110,152,206,271,346
37,Michigan,NaN,136,183,241,310,390
38,South Dakota,NaN,13,20,29,39,50
39,Arkansas,NaN,230,250,261,262,255
40,Delaware,NaN,15,23,34,49,67
41,Mississippi,NaN,322,434,552,657,727
42,New Mexico,NaN,42,56,71,86,99
43,North Dakota,NaN,9,15,24,39,61
44,Wyoming,NaN,18,23,29,36,42
45,Alaska,NaN,13,16,19,22,25
46,Maine,NaN,13,17,19,22,24
47,Alabama,NaN,261,309,348,375,387
48,Idaho,NaN,53,69,87,107,130
49,Montana,NaN,32,42,55,71,90
50,Puerto Rico,NaN,93,110,121,125,122
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,49,78,121,184,269
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
