,State,795,801,808,815,822,829
0,Washington,NaN,62,41,27,18,11
1,Illinois,NaN,78,58,47,45,51
2,California,NaN,383,269,191,138,101
3,Arizona,NaN,170,114,74,47,29
4,Massachusetts,NaN,53,50,53,60,68
5,Wisconsin,NaN,66,50,39,33,31
6,Texas,NaN,285,218,180,165,170
7,Nebraska,NaN,10,6,4,2,1
8,Utah,NaN,19,12,8,5,3
9,Oregon,NaN,41,27,17,10,5
10,Florida,NaN,337,227,153,105,73
11,New York,NaN,56,54,56,61,67
12,Rhode Island,NaN,2,1,1,1,1
13,Georgia,NaN,160,108,71,45,29
14,New Hampshire,NaN,6,3,2,1,1
15,North Carolina,NaN,67,49,37,29,23
16,New Jersey,NaN,41,33,27,22,17
17,Colorado,NaN,22,16,14,13,14
18,Maryland,NaN,22,17,14,12,10
19,Nevada,NaN,38,28,22,18,15
20,Tennessee,NaN,67,40,23,12,6
21,Hawaii,NaN,6,4,2,1,1
22,Indiana,NaN,59,43,32,24,18
23,Kentucky,NaN,90,57,34,19,10
24,Minnesota,NaN,37,31,26,23,20
25,Oklahoma,NaN,91,55,33,20,13
26,Pennsylvania,NaN,121,92,70,53,40
27,South Carolina,NaN,54,31,17,9,4
28,District of Columbia,NaN,0,0,0,0,0
29,Kansas,NaN,27,16,9,5,3
30,Missouri,NaN,101,65,40,25,15
31,Vermont,NaN,5,5,6,6,6
32,Virginia,NaN,118,89,71,66,72
33,Connecticut,NaN,24,15,10,6,4
34,Iowa,NaN,41,30,23,17,12
35,Louisiana,NaN,61,45,33,24,18
36,Ohio,NaN,124,85,59,43,33
37,Michigan,NaN,114,81,59,45,36
38,South Dakota,NaN,7,4,2,1,1
39,Arkansas,NaN,92,62,42,30,22
40,Delaware,NaN,10,6,4,3,2
41,Mississippi,NaN,22,14,9,5,3
42,New Mexico,NaN,41,29,20,14,9
43,North Dakota,NaN,3,1,1,0,0
44,Wyoming,NaN,5,4,2,2,1
45,Alaska,NaN,7,6,5,5,4
46,Maine,NaN,22,20,22,26,33
47,Alabama,NaN,69,39,21,11,5
48,Idaho,NaN,11,7,4,2,1
49,Montana,NaN,10,6,4,3,1
50,Puerto Rico,NaN,7,7,8,9,10
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,47,33,22,15,9
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
