,State,466,472,479,486,493,500
0,Washington,5499,70,70,68,63,56
1,Illinois,24358,189,174,152,128,103
2,California,61939,431,390,339,283,226
3,Arizona,17344,90,96,98,97,93
4,Massachusetts,17621,65,54,44,33,24
5,Wisconsin,7567,45,41,36,30,24
6,Texas,50290,364,362,352,334,309
7,Nebraska,2245,11,9,8,6,5
8,Utah,2204,14,13,13,12,11
9,Oregon,2501,26,29,31,31,31
10,Florida,35268,443,429,394,347,294
11,New York,52358,312,249,190,141,100
12,Rhode Island,2671,9,8,6,4,3
13,Georgia,20212,211,208,209,210,211
14,New Hampshire,1305,14,11,9,7,5
15,North Carolina,12651,139,137,131,123,113
16,New Jersey,25600,196,163,130,98,71
17,Colorado,6304,57,58,56,53,48
18,Maryland,8776,94,80,65,51,39
19,Nevada,5464,52,54,55,54,51
20,Tennessee,12197,69,63,54,44,35
21,Hawaii,483,4,3,3,3,2
22,Indiana,13349,72,72,70,67,62
23,Kentucky,6517,85,87,89,92,92
24,Minnesota,7253,74,67,58,48,38
25,Oklahoma,6788,35,33,30,28,25
26,Pennsylvania,26237,260,235,204,170,135
27,South Carolina,9520,68,62,55,49,42
28,District of Columbia,1106,6,5,4,3,2
29,Kansas,4983,17,17,17,17,17
30,Missouri,9148,70,73,76,78,79
31,Vermont,247,4,3,2,1,1
32,Virginia,10791,95,84,71,58,45
33,Connecticut,8097,40,34,27,20,15
34,Iowa,5959,30,28,25,21,17
35,Louisiana,10382,56,56,56,55,53
36,Ohio,19284,117,103,88,74,60
37,Michigan,18893,525,462,374,284,205
38,South Dakota,1967,5,4,3,2,1
39,Arkansas,5743,27,28,28,28,28
40,Delaware,1626,15,13,10,8,6
41,Mississippi,7199,31,31,30,29,28
42,New Mexico,4067,32,32,31,29,26
43,North Dakota,1525,7,7,7,6,5
44,Wyoming,707,2,2,2,2,2
45,Alaska,347,11,11,10,10,9
46,Maine,789,13,13,11,10,8
47,Alabama,10913,59,53,47,41,35
48,Idaho,2046,14,13,11,9,8
49,Montana,1574,17,17,17,16,15
50,Puerto Rico,2315,66,59,50,40,30
51,Virgin Islands,27,NaN,NaN,NaN,NaN,NaN
52,Guam,136,NaN,NaN,NaN,NaN,NaN
53,West Virginia,2686,41,39,36,33,29
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN
