,State,494,500,507,514,521,528
0,Washington,NaN,59,52,45,37,29
1,Illinois,NaN,132,99,71,49,33
2,California,NaN,235,185,140,102,71
3,Arizona,NaN,72,69,63,57,50
4,Massachusetts,NaN,34,23,15,9,5
5,Wisconsin,NaN,40,31,24,17,12
6,Texas,NaN,217,180,145,114,88
7,Nebraska,NaN,4,2,1,1,0
8,Utah,NaN,20,17,14,11,9
9,Oregon,NaN,34,27,21,15,11
10,Florida,NaN,257,205,159,119,87
11,New York,NaN,108,74,49,32,19
12,Rhode Island,NaN,3,2,1,1,0
13,Georgia,NaN,115,95,77,61,47
14,New Hampshire,NaN,7,4,3,2,1
15,North Carolina,NaN,68,53,41,31,23
16,New Jersey,NaN,60,38,23,13,7
17,Colorado,NaN,53,41,31,23,16
18,Maryland,NaN,33,23,16,10,7
19,Nevada,NaN,24,21,17,14,11
20,Tennessee,NaN,38,29,21,15,11
21,Hawaii,NaN,2,2,1,1,0
22,Indiana,NaN,52,43,34,27,21
23,Kentucky,NaN,60,54,48,41,34
24,Minnesota,NaN,36,26,17,11,7
25,Oklahoma,NaN,30,24,20,16,12
26,Pennsylvania,NaN,139,100,69,46,29
27,South Carolina,NaN,32,26,21,16,12
28,District of Columbia,NaN,4,3,2,1,0
29,Kansas,NaN,16,14,12,10,8
30,Missouri,NaN,82,76,70,62,55
31,Vermont,NaN,1,0,0,0,0
32,Virginia,NaN,54,40,28,19,13
33,Connecticut,NaN,17,11,7,4,2
34,Iowa,NaN,15,11,8,6,4
35,Louisiana,NaN,46,44,42,39,36
36,Ohio,NaN,60,47,36,27,20
37,Michigan,NaN,184,128,86,56,35
38,South Dakota,NaN,5,3,2,1,1
39,Arkansas,NaN,22,21,20,18,17
40,Delaware,NaN,4,3,2,1,1
41,Mississippi,NaN,26,25,23,22,21
42,New Mexico,NaN,17,15,12,10,7
43,North Dakota,NaN,3,2,2,1,1
44,Wyoming,NaN,3,3,3,3,3
45,Alaska,NaN,4,3,2,1,1
46,Maine,NaN,6,5,3,2,1
47,Alabama,NaN,43,37,32,26,22
48,Idaho,NaN,8,7,6,5,4
49,Montana,NaN,5,5,4,3,3
50,Puerto Rico,NaN,19,12,7,4,2
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,17,15,12,10,8
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN
