,State,316,325,332,339,346,353,360
0,Washington,172437,15201,14113,13729,13425,12779,6927
1,Illinois,759562,57072,60493,64544,64202,59869,31208
2,California,1286550,110312,118494,127129,128455,123756,67104
3,Arizona,346421,27436,27255,26394,25611,24226,12917
4,Massachusetts,240907,18519,21046,23667,23821,22438,11794
5,Wisconsin,426534,19939,14716,11789,10568,10024,5400
6,Texas,1286369,63663,70232,80829,82925,78588,41799
7,Nebraska,134710,17215,24182,30034,28991,23419,10301
8,Utah,206165,12624,15912,18945,19943,19091,10285
9,Oregon,79293,10892,12708,14446,14671,14087,7561
10,Florida,1029030,55615,56557,57688,57471,55301,30119
11,New York,674093,61408,74457,86370,88329,83611,44064
12,Rhode Island,60722,5755,5111,4599,4224,3822,1942
13,Georgia,487978,21100,22836,24828,25558,24801,13493
14,New Hampshire,22993,4409,5451,6340,6514,6092,3220
15,North Carolina,377231,25206,25528,26395,26250,25224,13773
16,New Jersey,350999,27166,26478,26096,25117,23500,12331
17,Colorado,247209,26373,25557,25156,24250,22753,11977
18,Maryland,205399,13847,13364,13295,13166,12576,6923
19,Nevada,159532,12381,10044,8453,7613,6909,3579
20,Tennessee,388252,37590,51169,64597,66057,58591,28553
21,Hawaii,18484,479,437,442,474,461,260
22,Indiana,359430,34357,32260,31175,29721,27378,14322
23,Kentucky,190600,20008,20357,20696,20292,18833,9779
24,Minnesota,333626,35307,33961,33792,32562,30037,15695
25,Oklahoma,204048,17369,16529,16022,15532,14610,7915
26,Pennsylvania,392434,45075,44029,44404,43598,41508,22206
27,South Carolina,223063,8826,8418,8415,8242,8046,4408
28,District of Columbia,22164,1480,1629,1817,1894,1821,1006
29,Kansas,165156,11599,9506,8340,7607,7023,3644
30,Missouri,316235,18530,16935,16068,15665,15100,8290
31,Vermont,4642,720,977,1300,1416,1368,754
32,Virginia,244503,15303,14731,14546,14231,13341,7121
33,Connecticut,126177,10768,11860,12918,13049,12157,6345
34,Iowa,238724,10980,8867,7827,7371,6827,3638
35,Louisiana,244078,18535,24349,29751,30229,26698,13132
36,Ohio,446849,49341,45469,43823,42574,40152,21593
37,Michigan,410843,48990,53851,57729,57251,52653,27053
38,South Dakota,83348,3999,3170,2684,2460,2277,1241
39,Arkansas,164310,9865,10026,10248,10022,9424,4953
40,Delaware,37456,3973,4306,4617,4594,4365,2319
41,Mississippi,159036,9853,11732,13135,13159,12022,6109
42,New Mexico,102862,8839,7032,5998,5462,5018,2680
43,North Dakota,81105,2665,1718,1218,1034,956,530
44,Wyoming,35078,3546,3182,2975,2793,2500,1284
45,Alaska,34563,2430,2529,2716,2724,2533,1305
46,Maine,12554,1751,1928,2109,2224,2194,1210
47,Alabama,260359,17462,19346,21420,21612,20463,10645
48,Idaho,106455,7870,8162,8479,8315,7673,3981
49,Montana,65122,3988,3196,2745,2498,2337,1248
50,Puerto Rico,54105,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,1589,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,6942,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,51025,6604,6341,6253,5970,5422,2810
54,Northern Mariana Islands,106,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN
