,State,404,409,416,423,430
0,Washington,4969,137,126,114,113
1,Illinois,22759,241,190,150,112
2,California,52491,1923,1594,1393,1254
3,Arizona,15979,443,351,279,232
4,Massachusetts,16144,284,275,273,282
5,Wisconsin,7014,95,86,87,90
6,Texas,43909,1226,1354,1576,1844
7,Nebraska,2082,28,28,28,30
8,Utah,1940,49,44,43,45
9,Oregon,2212,34,40,21,24
10,Florida,30999,903,843,824,817
11,New York,47719,732,716,782,885
12,Rhode Island,2517,108,108,108,108
13,Georgia,17376,551,487,460,475
14,New Hampshire,1170,19,24,28,33
15,North Carolina,11254,324,269,242,235
16,New Jersey,23273,371,345,359,388
17,Colorado,5952,81,69,47,18
18,Maryland,7879,104,73,43,13
19,Nevada,4957,104,87,72,63
20,Tennessee,11421,373,317,288,317
21,Hawaii,438,13,13,13,13
22,Indiana,12595,161,139,120,96
23,Kentucky,4652,175,159,140,130
24,Minnesota,6554,69,71,74,81
25,Oklahoma,4478,NaN,NaN,NaN,NaN
26,Pennsylvania,23984,408,316,273,197
27,South Carolina,8562,285,257,250,255
28,District of Columbia,1019,NaN,NaN,NaN,NaN
29,Kansas,4700,167,141,149,108
30,Missouri,8283,234,212,180,179
31,Vermont,205,9,9,9,9
32,Virginia,8783,607,196,316,671
33,Connecticut,7651,107,88,74,64
34,Iowa,5472,168,179,200,204
35,Louisiana,9628,143,150,170,202
36,Ohio,17346,NaN,NaN,NaN,NaN
37,Michigan,16519,NaN,NaN,NaN,NaN
38,South Dakota,1888,NaN,NaN,NaN,NaN
39,Arkansas,5250,NaN,NaN,NaN,NaN
40,Delaware,1422,30,33,32,33
41,Mississippi,6681,107,139,178,238
42,New Mexico,3729,80,78,81,86
43,North Dakota,1475,NaN,NaN,NaN,NaN
44,Wyoming,671,NaN,NaN,NaN,NaN
45,Alaska,300,NaN,NaN,NaN,NaN
46,Maine,703,18,18,25,29
47,Alabama,9931,321,246,187,163
48,Idaho,1867,23,20,22,21
49,Montana,1357,36,34,33,33
50,Puerto Rico,2037,NaN,NaN,NaN,NaN
51,Virgin Islands,25,NaN,NaN,NaN,NaN
52,Guam,131,NaN,NaN,NaN,NaN
53,West Virginia,2300,47,35,30,25
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
