,State,355,360,367,374,381
0,Washington,3699,223,224,206,193
1,Illinois,19363,1013,1012,1048,1058
2,California,30260,3181,3165,3283,3266
3,Arizona,10147,946,926,936,880
4,Massachusetts,13151,558,563,537,561
5,Wisconsin,5575,311,298,314,296
6,Texas,30585,1858,1787,1791,1852
7,Nebraska,1772,71,74,77,76
8,Utah,1396,99,104,109,109
9,Oregon,1613,112,109,94,102
10,Florida,23071,892,878,868,862
11,New York,39834,1191,1197,1194,1168
12,Rhode Island,1947,139,128,133,139
13,Georgia,11475,481,482,485,488
14,New Hampshire,869,93,94,92,95
15,North Carolina,7578,523,549,519,524
16,New Jersey,19854,673,657,674,681
17,Colorado,5213,286,267,284,261
18,Maryland,6301,279,273,267,278
19,Nevada,3500,296,297,289,283
20,Tennessee,7865,722,730,777,749
21,Hawaii,308,16,17,18,16
22,Indiana,9016,568,535,536,511
23,Kentucky,2922,177,179,184,182
24,Minnesota,5779,290,289,294,287
25,Oklahoma,2775,211,210,209,210
26,Pennsylvania,17802,1510,1517,1499,1469
27,South Carolina,5826,375,360,353,355
28,District of Columbia,821,20,22,21,20
29,Kansas,3248,247,239,211,214
30,Missouri,6137,420,416,398,382
31,Vermont,156,17,17,16,15
32,Virginia,5393,269,247,258,260
33,Connecticut,6416,227,212,211,214
34,Iowa,4139,192,193,192,214
35,Louisiana,7918,350,332,326,317
36,Ohio,9702,574,567,578,564
37,Michigan,14192,869,846,883,887
38,South Dakota,1585,76,69,75,77
39,Arkansas,4081,277,277,278,274
40,Delaware,986,39,37,39,38
41,Mississippi,5186,299,296,317,318
42,New Mexico,2764,204,216,208,225
43,North Dakota,1352,40,33,31,43
44,Wyoming,489,55,55,45,38
45,Alaska,224,11,15,12,7
46,Maine,438,73,75,75,72
47,Alabama,5347,448,446,441,467
48,Idaho,1544,82,82,76,80
49,Montana,1057,86,88,89,92
50,Puerto Rico,1642,89,87,86,86
51,Virgin Islands,24,0,0,0,0
52,Guam,124,2,1,1,2
53,West Virginia,1594,189,193,182,184
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,0,0,0,0
