,County,278,283,290,297,304,311,318,325,332
0,01001,2074,,,,,,,,NaN
1,01003,6694,,,,,,,,NaN
2,01005,1033,,,,,,,,NaN
3,01007,843,,,,,,,,NaN
4,01009,1942,,,,,,,,NaN
5,01011,649,,,,,,,,NaN
6,01013,1013,,,,,,,,NaN
7,01015,4621,,,,,,,,NaN
8,01017,1352,,,,,,,,NaN
9,01019,745,,,,,,,,NaN
10,01021,1893,,,,,,,,NaN
11,01023,392,,,,,,,,NaN
12,01025,1353,,,,,,,,NaN
13,01027,749,,,,,,,,NaN
14,01029,573,,,,,,,,NaN
15,01031,1795,,,,,,,,NaN
16,01033,2041,,,,,,,,NaN
17,01035,561,0,0,0,0,0,0,0,0
18,01037,205,0,0,0,0,0,0,0,0
19,01039,1755,0,0,0,0,0,0,0,0
20,01041,609,0,0,0,0,0,0,0,0
21,01043,2508,1,1,0,0,0,0,0,0
22,01045,1772,0,0,0,0,0,0,0,0
23,01047,1872,0,0,0,0,0,0,0,0
24,01049,3461,127,111,94,79,66,54,44,36
25,01051,3227,0,0,0,0,0,0,0,0
26,01053,1730,0,0,0,0,0,0,0,0
27,01055,4312,2,1,1,0,0,0,0,0
28,01057,584,0,0,0,0,0,0,0,0
29,01059,2061,62,62,61,58,55,51,47,42
30,01061,916,0,0,0,0,0,0,0,0
31,01063,346,0,0,0,0,0,0,0,0
32,01065,777,0,0,0,0,0,0,0,0
33,01067,719,29,25,22,18,15,12,10,8
34,01069,4180,216,199,178,157,135,114,95,78
35,01071,2175,80,71,61,52,44,36,30,24
36,01073,23443,82,57,39,27,18,12,8,6
37,01075,506,16,14,12,10,9,7,6,5
38,01077,2313,108,107,102,95,86,77,67,57
39,01079,861,29,23,18,14,11,8,6,4
40,01081,6550,2,2,2,2,1,1,1,1
41,01083,2893,167,157,142,126,108,91,76,62
42,01085,714,0,0,0,0,0,0,0,0
43,01087,537,0,0,0,0,0,0,0,0
44,01089,9394,25,18,13,9,7,5,3,2
45,01091,1025,0,0,0,0,0,0,0,0
46,01093,1097,0,0,0,0,0,0,0,0
47,01095,4411,2,1,1,0,0,0,0,0
48,01097,16934,369,379,384,383,378,367,353,335
49,01099,648,0,0,0,0,0,0,0,0
50,01101,10298,307,291,272,250,227,204,181,159
51,01103,4182,9,6,4,3,2,1,1,0
52,01105,593,0,0,0,0,0,0,0,0
53,01107,860,21,16,13,10,7,6,4,3
54,01109,1344,0,0,0,0,0,0,0,0
55,01111,829,0,0,0,0,0,0,0,0
56,01113,1953,0,0,0,0,0,0,0,0
57,01115,2999,7,4,3,2,1,0,0,0
58,01117,7436,69,46,30,20,13,8,5,3
59,01119,473,0,0,0,0,0,0,0,0
60,01121,2674,0,0,0,0,0,0,0,0
61,01123,1330,0,0,0,0,0,0,0,0
62,01125,10414,1,1,0,0,0,0,0,0
63,01127,2823,0,0,0,0,0,0,0,0
64,01129,749,15,14,12,11,10,9,8,7
65,01131,570,0,0,0,0,0,0,0,0
66,01133,937,0,0,0,0,0,0,0,0
67,02013,16,,,,,,,,NaN
68,02016,97,,,,,,,,NaN
69,02020,7454,505,407,320,245,185,138,102,75
70,02050,393,0,0,0,0,0,0,0,0
71,02060,0,,,,,,,,NaN
72,02068,25,,,,,,,,NaN
73,02070,51,,,,,,,,NaN
74,02090,2079,166,126,94,68,49,35,24,17
75,02100,12,,,,,,,,NaN
76,02105,0,,,,,,,,NaN
77,02110,526,32,28,24,20,16,13,10,8
78,02122,914,35,30,25,20,16,13,10,8
79,02130,81,,,,,,,,NaN
80,02150,97,,,,,,,,NaN
81,02158,192,,,,,,,,NaN
82,02164,104,,,,,,,,NaN
83,02170,1165,66,51,40,30,23,17,12,9
84,02180,129,0,0,0,0,0,0,0,0
85,02185,251,0,0,0,0,0,0,0,0
86,02188,234,0,0,0,0,0,0,0,0
87,02195,17,,,,,,,,NaN
88,02198,35,,,,,,,,NaN
89,02220,75,,,,,,,,NaN
90,02230,8,,,,,,,,NaN
91,02240,73,,,,,,,,NaN
92,02261,161,14,16,18,17,16,13,11,8
93,02275,19,,,,,,,,NaN
94,02282,36,,,,,,,,NaN
95,02290,112,0,0,0,0,0,0,0,0
96,04001,3885,0,0,0,0,0,0,0,0
97,04003,2121,0,0,0,0,0,0,0,0
98,04005,5090,154,146,136,124,112,100,88,77
99,04007,1863,95,94,91,85,77,69,60,51
100,04009,1151,38,31,26,21,16,13,10,8
101,04011,102,0,0,0,0,0,0,0,0
102,04012,613,0,0,0,0,0,0,0,0
103,04013,154722,155,125,101,81,65,52,42,33
104,04015,4272,10,7,6,4,3,2,2,1
105,04017,6307,1,0,0,0,0,0,0,0
106,04019,27575,14,10,7,5,4,3,2,1
107,04021,11743,2,2,1,1,0,0,0,0
108,04023,2981,0,0,0,0,0,0,0,0
109,04025,2893,79,77,74,70,66,61,56,51
110,04027,13646,0,0,0,0,0,0,0,0
111,05001,668,0,0,0,0,0,0,0,0
112,05003,537,0,0,0,0,0,0,0,0
113,05005,658,51,44,36,30,23,18,14,10
114,05007,8098,631,613,572,512,442,369,300,239
115,05009,1032,0,0,0,0,0,0,0,0
116,05011,369,0,0,0,0,0,0,0,0
117,05013,49,,,,,,,,NaN
118,05015,992,0,0,0,0,0,0,0,0
119,05017,1049,0,0,0,0,0,0,0,0
120,05019,495,27,25,23,20,17,15,12,10
121,05021,482,20,16,13,10,8,6,4,3
122,05023,455,21,17,14,11,9,7,5,4
123,05025,233,6,5,3,3,2,1,1,1
124,05027,696,0,0,0,0,0,0,0,0
125,05029,344,0,0,0,0,0,0,0,0
126,05031,4472,339,286,235,187,146,112,85,64
127,05033,2018,131,111,90,72,57,44,33,25
128,05035,2367,75,64,54,45,37,30,25,20
129,05037,579,0,0,0,0,0,0,0,0
130,05039,179,0,0,0,0,0,0,0,0
131,05041,410,11,9,7,6,4,3,3,2
132,05043,429,0,0,0,0,0,0,0,0
133,05045,3320,1,0,0,0,0,0,0,0
134,05047,522,0,0,0,0,0,0,0,0
135,05049,319,20,17,13,10,8,6,4,3
136,05051,2448,108,93,79,66,54,44,35,28
137,05053,360,0,0,0,0,0,0,0,0
138,05055,1466,106,85,67,52,39,29,21,16
139,05057,547,34,32,28,25,21,18,14,12
140,05059,2203,1,0,0,0,0,0,0,0
141,05061,578,0,0,0,0,0,0,0,0
142,05063,1457,0,0,0,0,0,0,0,0
143,05065,556,10,8,7,6,5,4,4,3
144,05067,750,80,65,51,39,28,21,15,10
145,05069,4160,0,0,0,0,0,0,0,0
146,05071,1013,0,0,0,0,0,0,0,0
147,05073,170,8,7,6,5,5,4,3,2
148,05075,808,48,36,27,20,14,10,7,5
149,05077,1110,0,0,0,0,0,0,0,0
150,05079,2306,0,0,0,0,0,0,0,0
151,05081,447,0,0,0,0,0,0,0,0
152,05083,592,0,0,0,0,0,0,0,0
153,05085,1723,115,107,96,83,70,58,47,37
154,05087,426,0,0,0,0,0,0,0,0
155,05089,151,11,10,8,7,5,4,3,2
156,05091,1419,111,91,73,57,43,32,24,18
157,05093,2267,62,48,37,28,21,16,12,9
158,05095,212,0,0,0,0,0,0,0,0
159,05097,182,0,0,0,0,0,0,0,0
160,05099,299,0,0,0,0,0,0,0,0
161,05101,306,0,0,0,0,0,0,0,0
162,05103,377,22,20,18,15,13,10,8,6
163,05105,137,0,0,0,0,0,0,0,0
164,05107,741,33,26,20,15,12,9,6,5
165,05109,266,0,0,0,0,0,0,0,0
166,05111,1039,71,61,50,40,32,24,19,14
167,05113,354,0,0,0,0,0,0,0,0
168,05115,2707,112,100,88,76,64,54,45,37
169,05117,207,0,0,0,0,0,0,0,0
170,05119,11830,617,542,466,392,325,265,213,170
171,05121,640,26,21,16,12,9,7,5,3
172,05123,1750,0,0,0,0,0,0,0,0
173,05125,2790,178,162,143,122,102,84,68,54
174,05127,213,14,12,10,9,7,6,4,3
175,05129,198,0,0,0,0,0,0,0,0
176,05131,4820,0,0,0,0,0,0,0,0
177,05133,1341,1,0,0,0,0,0,0,0
178,05135,358,22,18,15,12,9,7,5,4
179,05137,398,0,0,0,0,0,0,0,0
180,05139,1120,58,52,46,40,34,28,23,19
181,05141,209,0,0,0,0,0,0,0,0
182,05143,11392,50,35,24,16,11,8,5,3
183,05145,1452,142,121,98,77,59,44,32,23
184,05147,116,3,3,2,2,1,1,1,0
185,05149,1339,0,0,0,0,0,0,0,0
186,06001,23391,54,41,32,24,19,14,11,8
187,06003,3,,,,,,,,NaN
188,06005,330,10,11,12,13,14,15,16,16
189,06007,3087,86,82,77,71,65,59,52,47
