,State,222,227,234,241,248
0,Washington,1915,62,55,50,46
1,Illinois,8235,145,154,160,162
2,California,13022,809,720,625,541
3,Arizona,5029,183,132,94,71
4,Massachusetts,9060,113,111,106,102
5,Wisconsin,1122,41,39,37,36
6,Texas,12779,1107,986,874,784
7,Nebraska,397,15,15,14,14
8,Utah,407,20,19,18,18
9,Oregon,459,28,26,24,23
10,Florida,11187,742,591,469,387
11,New York,32957,32,32,31,31
12,Rhode Island,1048,13,13,13,13
13,Georgia,5633,404,359,315,279
14,New Hampshire,432,3,3,2,2
15,North Carolina,2702,160,160,165,171
16,New Jersey,15945,8,8,7,6
17,Colorado,1945,20,18,17,16
18,Maryland,3755,53,48,43,40
19,Nevada,1305,98,84,72,64
20,Tennessee,1754,156,143,133,127
21,Hawaii,70,13,15,17,18
22,Indiana,3296,89,94,99,102
23,Kentucky,933,54,56,58,59
24,Minnesota,1866,57,58,58,59
25,Oklahoma,800,60,57,55,55
26,Pennsylvania,7659,100,93,86,81
27,South Carolina,2720,177,154,140,134
28,District of Columbia,607,5,4,4,4
29,Kansas,451,24,27,29,31
30,Missouri,1547,57,57,57,57
31,Vermont,58,0,0,0,0
32,Virginia,2580,96,93,90,88
33,Connecticut,4465,8,9,10,11
34,Iowa,1120,69,80,91,97
35,Louisiana,4950,185,146,116,98
36,Ohio,4139,144,136,129,125
37,Michigan,6753,75,77,78,79
38,South Dakota,167,10,13,15,17
39,Arkansas,797,78,74,72,72
40,Delaware,605,4,4,3,2
41,Mississippi,2473,171,157,149,147
42,New Mexico,779,23,20,18,17
43,North Dakota,143,13,15,18,20
44,Wyoming,37,3,3,3,3
45,Alaska,37,4,4,3,3
46,Maine,132,3,3,4,4
47,Alabama,2182,100,92,88,87
48,Idaho,361,39,34,29,25
49,Montana,104,10,10,10,10
50,Puerto Rico,434,55,53,48,43
51,Virgin Islands,14,3,3,3,3
52,Guam,10,6,10,14,16
53,West Virginia,215,23,22,20,19
54,Northern Mariana Islands,2,0,0,0,0
55,American Samoa,0,NaN,NaN,NaN,NaN
