,State,208,213,220,227,234
0,Washington,1785,35,73,83,80
1,Illinois,7967,183,50,109,104
2,California,11296,NaN,NaN,NaN,NaN
3,Arizona,4506,280,225,216,208
4,Massachusetts,8842,100,112,97,113
5,Wisconsin,1039,30,45,56,46
6,Texas,10447,1011,810,652,663
7,Nebraska,362,19,15,14,15
8,Utah,364,22,21,20,18
9,Oregon,388,33,32,30,29
10,Florida,9539,637,668,813,946
11,New York,32823,163,105,35,17
12,Rhode Island,1023,5,9,9,10
13,Georgia,4727,466,357,311,383
14,New Hampshire,423,7,7,6,8
15,North Carolina,2348,131,111,82,108
16,New Jersey,15916,138,160,126,69
17,Colorado,1896,43,38,34,44
18,Maryland,3641,61,68,64,61
19,Nevada,1077,80,79,82,98
20,Tennessee,1387,NaN,NaN,NaN,NaN
21,Hawaii,40,NaN,NaN,NaN,NaN
22,Indiana,3135,87,86,101,100
23,Kentucky,818,43,53,60,69
24,Minnesota,1758,31,18,25,26
25,Oklahoma,665,52,52,50,53
26,Pennsylvania,7453,112,110,108,100
27,South Carolina,2288,NaN,NaN,NaN,NaN
28,District of Columbia,597,5,7,7,9
29,Kansas,406,26,26,29,36
30,Missouri,1415,85,85,71,86
31,Vermont,58,0,0,0,0
32,Virginia,2385,80,99,91,84
33,Connecticut,4456,17,18,23,33
34,Iowa,987,47,47,49,51
35,Louisiana,4526,196,197,199,198
36,Ohio,3832,131,134,177,186
37,Michigan,6592,72,49,78,85
38,South Dakota,153,9,10,11,9
39,Arkansas,603,73,72,57,65
40,Delaware,593,10,5,30,14
41,Mississippi,2095,129,158,160,145
42,New Mexico,718,21,17,17,19
43,North Dakota,126,6,7,7,6
44,Wyoming,30,1,1,1,1
45,Alaska,28,1,1,2,2
46,Maine,127,3,3,3,3
47,Alabama,1925,NaN,NaN,NaN,NaN
48,Idaho,273,36,42,28,28
49,Montana,82,11,12,10,9
50,Puerto Rico,335,NaN,NaN,NaN,NaN
51,Virgin Islands,9,NaN,NaN,NaN,NaN
52,Guam,5,NaN,NaN,NaN,NaN
53,West Virginia,160,23,28,27,30
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
