,State,184,192,199,206,213,220,227,234,241
0,Washington,50824,5163,4985,4735,4439,4120,3784,3441,3104
1,Illinois,169696,12053,14284,16423,18243,19524,20083,19807,18778
2,California,440185,80855,80495,75969,67980,58201,47897,38166,29704
3,Arizona,156301,12592,9217,6550,4566,3141,2140,1451,980
4,Massachusetts,109710,2185,2362,2532,2677,2794,2870,2897,2882
5,Wisconsin,46917,7081,7517,7720,7655,7341,6849,6207,5459
6,Texas,380364,59915,51477,42342,33768,26258,19985,14996,11148
7,Nebraska,24174,2323,2699,3023,3243,3314,3228,2999,2669
8,Utah,36962,2594,2250,1923,1625,1359,1129,931,764
9,Oregon,16104,2034,1943,1837,1721,1600,1476,1353,1234
10,Florida,402312,56744,42894,30866,21443,14546,9714,6421,4213
11,New York,410450,4580,4446,4264,4043,3804,3524,3230,2950
12,Rhode Island,18224,644,726,801,861,907,938,945,929
13,Georgia,161420,24515,22597,19954,16878,13776,10913,8463,6444
14,New Hampshire,6375,232,254,278,303,328,354,379,404
15,North Carolina,112320,12718,11801,10708,9520,8314,7156,6080,5111
16,New Jersey,178345,1892,1922,1937,1941,1927,1906,1865,1812
17,Colorado,42962,4644,5402,6149,6821,7347,7674,7758,7602
18,Maryland,81766,6309,7243,7955,8365,8392,8033,7367,6503
19,Nevada,40885,7738,7317,6529,5542,4521,3564,2741,2067
20,Tennessee,89078,12340,11128,9701,8220,6800,5522,4413,3481
21,Hawaii,1549,241,265,292,320,348,377,407,436
22,Indiana,60598,6628,7671,8613,9351,9794,9883,9600,8997
23,Kentucky,25932,5058,6180,7259,8206,8883,9156,9007,8424
24,Minnesota,49488,4914,5204,5392,5456,5396,5220,4942,4583
25,Oklahoma,29116,5387,5445,5336,5076,4696,4231,3718,3204
26,Pennsylvania,110292,6831,7255,7643,7955,8189,8320,8339,8265
27,South Carolina,78607,10291,8753,7144,5662,4374,3317,2481,1838
28,District of Columbia,11649,656,801,950,1077,1157,1177,1133,1040
29,Kansas,24554,3267,3272,3207,3072,2870,2627,2366,2101
30,Missouri,39635,10958,14599,18203,20878,21787,20646,17846,14295
31,Vermont,1385,59,64,69,74,79,85,91,97
32,Virginia,82364,6880,7010,6973,6786,6481,6064,5556,5010
33,Connecticut,48776,526,522,517,511,502,492,482,470
34,Iowa,41434,3336,3090,2803,2497,2190,1893,1614,1362
35,Louisiana,103734,16595,15053,12447,9504,6838,4728,3173,2091
36,Ohio,81746,10023,10063,9938,9637,9163,8575,7893,7163
37,Michigan,85072,5145,5375,5504,5567,5600,5560,5468,5306
38,South Dakota,8200,444,451,453,450,442,429,414,395
39,Arkansas,37249,5803,5702,5367,4863,4263,3619,2988,2413
40,Delaware,14202,688,661,627,587,541,494,445,396
41,Mississippi,49585,10848,11739,11331,9803,7735,5675,3955,2659
42,New Mexico,18475,2309,2391,2422,2392,2306,2171,1999,1806
43,North Dakota,5614,1111,1374,1620,1807,1895,1864,1728,1513
44,Wyoming,2405,450,546,649,751,838,904,938,939
45,Alaska,2249,699,872,1056,1235,1389,1496,1529,1486
46,Maine,3757,113,104,96,88,81,74,68,63
47,Alabama,76005,12400,11436,10005,8346,6690,5198,3949,2946
48,Idaho,17265,3012,2701,2336,1973,1628,1321,1059,838
49,Montana,3038,579,523,468,413,363,317,275,237
50,Puerto Rico,13967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,5653,917,872,830,784,736,685,633,582
54,Northern Mariana Islands,38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
