,State,284,290,297,304,311,318,325,332,339,346,353,360,367,374,381
0,Washington,107501,5979,7195,8179,9648,11284,12937,15285,17597,20407,23811,27296,31703,36476,41774
1,Illinois,408648,36238,38218,40066,41756,43253,44519,45523,46239,46648,46739,46507,45960,45112,43985
2,California,932143,31121,35467,39138,42885,48431,52855,58719,65298,71453,79454,87395,95996,106067,116026
3,Arizona,245946,10113,12336,15172,18479,22543,27436,33246,40193,48354,57870,68839,81258,95075,110078
4,Massachusetts,158576,10330,13609,17310,21838,28157,35481,44765,56499,70269,87092,106850,129149,154152,180546
5,Wisconsin,225369,33817,41947,50086,58688,71531,82373,96797,112738,126940,144967,160057,174274,188035,195745
6,Texas,932261,46548,52903,59613,66786,75180,84170,94005,104914,116595,129219,142774,157074,172124,187764
7,Nebraska,70732,7774,8469,9150,9798,10392,10910,11332,11639,11819,11861,11765,11534,11179,10715
8,Utah,114656,12373,14147,15807,17526,19877,21773,24325,26938,29373,32526,35193,38220,41360,43999
9,Oregon,44921,3591,4627,5949,7626,9741,12385,15655,19643,24420,30011,36362,43307,50531,57565
10,Florida,802547,28946,33451,37713,42766,48822,54916,62361,70435,79146,89345,100049,111983,125150,138949
11,New York,507543,14608,16648,19020,21447,24363,27603,31176,35241,39743,44739,50293,56400,63105,70426
12,Rhode Island,32874,2415,2223,2041,1867,1704,1550,1407,1274,1151,1038,934,840,754,676
13,Georgia,360790,12414,13988,15613,17224,19434,21343,23815,26531,29143,32549,35787,39493,43698,47755
14,New Hampshire,11084,826,903,985,1073,1168,1269,1376,1490,1609,1735,1866,2002,2141,2284
15,North Carolina,274635,17232,18599,20303,21496,23442,25064,26802,29040,30776,33133,35393,37560,40285,42587
16,New Jersey,237886,12710,16617,20291,26137,32977,40872,52249,64468,80475,100249,122016,150021,180456,214559
17,Colorado,107327,16237,21809,28754,37482,49094,63392,80939,102198,126569,153462,181419,207907,230193,245359
18,Maryland,145281,6168,6971,7946,8999,10174,11503,12968,14588,16375,18328,20451,22743,25196,27796
19,Nevada,100761,6996,8269,9816,11558,13612,15968,18645,21688,25081,28825,32892,37217,41717,46263
20,Tennessee,260672,16896,16516,16067,15563,15013,14425,13808,13168,12514,11854,11192,10537,9892,9262
21,Hawaii,15071,555,552,534,531,519,506,502,488,480,472,460,454,444,435
22,Indiana,179358,21812,26274,31848,38135,45666,54360,64237,75441,87763,101067,115024,129102,142683,154967
23,Kentucky,107219,13128,16402,19830,23838,29207,34797,41729,49847,58504,68736,79576,90889,102849,114091
24,Minnesota,148472,18231,22520,28058,34473,42091,51063,61235,72548,84751,97345,109701,121031,130456,137174
25,Oklahoma,122762,7712,7189,6684,6197,5730,5284,4862,4464,4090,3741,3416,3114,2835,2578
26,Pennsylvania,212791,16545,20383,23620,27975,33695,38771,46694,54542,63676,75737,87104,102422,118702,136058
27,South Carolina,176612,6935,7102,7256,7394,7515,7618,7701,7763,7805,7824,7822,7798,7753,7686
28,District of Columbia,17266,657,817,1014,1256,1550,1906,2332,2836,3424,4098,4855,5680,6551,7431
29,Kansas,82783,7555,8547,9860,11152,12671,14353,16149,18146,20269,22526,24900,27336,29806,32246
30,Missouri,185992,14177,14854,15547,16239,16908,17558,18179,18764,19307,19802,20242,20621,20934,21178
31,Vermont,2179,188,260,327,465,600,799,1100,1408,1936,2542,3339,4518,5804,7724
32,Virginia,181190,9171,10133,11096,12046,13079,14070,15060,16020,16906,17719,18419,18988,19409,19662
33,Connecticut,71207,3277,3110,2950,2794,2643,2496,2355,2220,2089,1965,1846,1733,1625,1523
34,Iowa,128510,14425,17922,23007,27452,34138,41705,49515,59552,69591,79983,90936,100215,108241,113939
35,Louisiana,182270,2677,2074,1607,1244,963,745,576,445,344,266,206,159,123,95
36,Ohio,215697,21718,24782,28171,31880,35891,40172,44671,49315,54007,58628,63039,67089,70621,73486
37,Michigan,197406,25623,35191,45209,59617,79238,100956,133498,170001,216027,274382,334919,409392,481529,548628
38,South Dakota,45992,9066,11202,13810,16660,19890,23272,26606,29672,32099,33612,33981,33112,31105,28198
39,Arkansas,112190,7514,7969,8420,8811,9281,9706,10141,10579,10995,11408,11802,12175,12526,12848
40,Delaware,24951,1185,1326,1479,1646,1825,2016,2218,2431,2651,2876,3103,3328,3546,3752
41,Mississippi,120160,6367,6740,7064,7392,7717,8026,8320,8596,8848,9075,9272,9437,9568,9662
42,New Mexico,46490,5873,6374,6879,7380,7865,8324,8744,9115,9424,9662,9821,9895,9881,9781
43,North Dakota,43916,7858,9220,10810,12433,14170,15904,17528,18976,20107,20832,21081,20812,20050,18853
44,Wyoming,13298,2615,2865,3111,3344,3556,3738,3882,3981,4029,4025,3968,3861,3709,3520
