,County,250,255,262,269,276,283,290
0,01001,1785,92,88,83,78,73,69
1,01003,5588,519,481,445,410,377,345
2,01005,886,53,51,50,48,46,45
3,01007,657,27,28,29,29,29,29
4,01009,1618,79,79,78,77,76,75
5,01011,607,14,13,12,11,10,9
6,01013,914,8,7,7,6,6,5
7,01015,3548,212,204,197,189,181,173
8,01017,1172,42,40,39,37,35,33
9,01019,614,58,61,63,65,67,68
10,01021,1593,103,99,94,89,84,80
11,01023,351,5,5,5,5,5,5
12,01025,1104,49,45,41,37,33,30
13,01027,592,49,47,45,44,42,39
14,01029,389,53,51,49,46,44,41
15,01031,1365,58,56,54,52,50,48
16,01033,1675,47,44,41,38,36,33
17,01035,537,15,14,13,12,11,10
18,01037,172,6,6,7,8,8,9
19,01039,1403,109,106,103,100,96,92
20,01041,542,18,17,16,15,15,14
21,01043,1911,56,54,52,50,48,46
22,01045,1399,38,37,36,34,33,32
23,01047,1793,47,43,40,36,33,30
24,01049,2435,62,58,54,50,47,44
25,01051,2691,147,138,129,120,112,104
26,01053,1614,55,51,48,45,42,39
27,01055,3540,111,104,98,92,86,80
28,01057,467,40,40,40,40,39,39
29,01059,1790,30,28,25,23,21,19
30,01061,638,49,51,52,53,54,55
31,01063,303,5,6,7,8,9,9
32,01065,649,25,24,23,22,21,20
33,01067,508,30,29,29,29,29,28
34,01069,2935,128,127,125,124,122,120
35,01071,1589,66,60,54,49,44,40
36,01073,19833,713,668,625,584,546,509
37,01075,377,25,25,24,24,23,22
38,01077,1740,68,65,62,59,56,53
39,01079,628,38,35,33,30,28,26
40,01081,5945,229,220,213,205,196,188
41,01083,2135,120,110,101,92,84,76
42,01085,657,6,6,5,5,5,4
43,01087,483,5,5,6,6,6,6
44,01089,7978,293,268,244,222,202,183
45,01091,726,21,20,18,17,16,14
46,01093,971,18,18,17,17,16,16
47,01095,3967,114,104,96,89,82,75
48,01097,13471,320,299,280,261,243,227
49,01099,590,12,12,11,11,11,11
50,01101,8865,182,170,158,146,136,126
51,01103,3327,96,90,85,80,74,69
52,01105,542,4,4,4,3,3,3
53,01107,668,28,28,27,27,26,25
54,01109,1205,52,50,48,46,45,43
55,01111,660,42,41,40,39,37,36
56,01113,1765,51,48,45,42,40,37
57,01115,2340,101,98,95,92,89,85
58,01117,6043,325,314,304,293,282,270
59,01119,438,22,21,19,18,17,15
60,01121,2177,111,110,109,109,108,106
61,01123,1166,27,26,24,23,22,20
62,01125,8744,1849,1720,1591,1447,1305,1166
63,01127,2330,103,98,93,88,83,78
64,01129,561,12,12,12,12,12,12
65,01131,532,0,0,0,0,0,0
66,01133,745,37,34,32,30,28,26
67,02013,3,0,0,0,0,0,0
68,02016,8,1,1,1,1,1,0
69,02020,4279,322,314,305,297,288,280
70,02050,112,16,17,17,18,19,19
71,02060,10,0,0,0,0,0,0
72,02068,7,1,1,1,1,1,1
73,02070,9,1,1,1,1,1,1
74,02090,1109,110,110,110,109,108,107
75,02100,5,0,0,0,0,0,0
76,02105,0,0,0,0,0,0,0
77,02110,290,24,24,25,25,25,26
78,02122,449,11,11,11,11,10,10
79,02130,49,0,0,0,0,0,0
80,02150,22,1,1,1,1,1,1
81,02158,14,1,1,1,1,1,1
82,02164,0,0,0,0,0,0,0
83,02170,603,22,22,22,22,22,22
84,02180,71,10,10,10,10,9,9
85,02185,122,54,66,80,96,112,129
86,02188,108,23,25,27,30,32,34
87,02195,7,0,0,0,0,0,0
88,02198,31,1,1,1,1,1,0
89,02220,48,1,1,1,1,1,1
90,02230,0,0,0,0,0,0,0
91,02240,27,4,4,4,4,4,4
92,02261,76,0,0,1,1,1,1
93,02275,13,0,0,0,0,0,0
94,02282,24,1,0,0,0,0,0
95,02290,81,1,1,2,2,2,2
96,04001,3527,70,60,51,44,37,31
97,04003,1903,16,16,16,15,15,14
98,04005,4098,300,259,223,190,162,137
99,04007,1303,76,73,71,69,66,63
100,04009,821,31,30,29,29,28,26
101,04011,59,1,1,1,1,1,1
102,04012,544,16,20,22,24,25,26
103,04013,141377,1143,1053,972,897,826,762
104,04015,3985,83,79,75,72,68,65
105,04017,5786,42,36,32,28,24,21
106,04019,25445,874,818,767,716,668,624
107,04021,10571,184,173,161,151,141,131
108,04023,2843,19,17,16,15,14,13
109,04025,2532,53,52,51,50,48,46
110,04027,12715,133,120,108,97,88,79
111,05001,413,55,56,56,57,57,56
112,05003,434,11,11,11,10,10,10
113,05005,351,101,118,137,159,182,206
114,05007,6585,373,357,341,324,309,294
115,05009,726,126,133,139,145,150,154
116,05011,342,9,8,8,7,7,6
117,05013,36,1,1,1,2,2,2
118,05015,672,50,50,49,49,48,47
119,05017,1006,12,11,9,8,7,6
120,05019,346,31,31,32,32,32,32
121,05021,298,37,38,38,38,38,38
122,05023,331,15,15,15,15,16,16
123,05025,185,7,7,6,6,6,6
124,05027,469,85,85,85,84,83,81
125,05029,267,24,23,23,23,23,23
126,05031,2986,393,385,378,368,356,344
127,05033,1415,162,165,167,168,168,168
128,05035,1948,64,60,56,53,50,46
129,05037,440,32,32,31,31,30,30
130,05039,163,8,7,7,6,6,5
131,05041,297,14,14,13,13,12,12
132,05043,357,9,8,8,8,8,8
133,05045,2502,258,258,258,257,256,253
134,05047,282,52,53,54,56,56,57
135,05049,162,51,56,62,68,73,77
136,05051,1918,169,163,158,152,145,139
137,05053,269,13,14,15,15,16,17
138,05055,883,102,102,101,100,99,97
139,05057,371,9,9,9,9,9,9
140,05059,1913,57,51,47,42,38,34
141,05061,472,16,15,14,13,12,11
142,05063,1103,74,74,73,73,72,71
143,05065,244,136,151,165,177,184,187
144,05067,327,52,55,57,60,61,63
145,05069,3350,313,308,301,293,282,270
146,05071,853,27,25,23,21,20,19
147,05073,114,21,22,23,24,24,25
148,05075,442,92,96,99,100,101,101
149,05077,1062,8,7,6,5,4,4
150,05079,2019,36,31,27,23,20,17
151,05081,358,13,13,12,12,11,11
152,05083,411,16,15,15,15,14,14
153,05085,1193,180,182,185,186,187,187
154,05087,355,20,20,20,20,20,20
155,05089,99,22,25,28,32,35,39
156,05091,833,68,67,65,64,63,61
157,05093,1689,93,89,84,80,75,71
158,05095,134,15,15,16,16,16,16
159,05097,154,11,11,12,11,11,11
160,05099,221,18,19,19,19,20,20
161,05101,242,35,37,38,40,41,41
162,05103,263,15,16,16,17,18,18
163,05105,88,10,11,13,14,15,16
164,05107,495,39,37,35,33,31,29
165,05109,230,9,9,8,8,7,7
166,05111,660,52,50,49,47,46,44
167,05113,266,9,9,9,9,9,8
168,05115,2140,104,96,89,83,76,71
169,05117,150,13,13,13,12,12,12
170,05119,9351,623,595,567,539,511,484
171,05121,421,40,40,41,41,40,40
172,05123,1512,38,35,32,30,27,25
173,05125,2089,125,121,117,112,108,103
174,05127,101,7,7,7,7,7,7
175,05129,142,0,0,1,1,2,2
176,05131,3738,282,271,259,247,236,224
177,05133,1203,9,8,7,7,6,6
178,05135,223,37,40,43,45,48,51
179,05137,352,56,55,54,52,50,48
180,05139,894,55,52,49,47,44,42
181,05141,174,6,7,7,8,8,8
182,05143,9457,512,484,458,432,406,381
183,05145,849,166,171,176,180,184,188
184,05147,53,12,14,17,20,23,26
185,05149,1256,23,21,19,17,16,14
186,06001,21240,628,612,598,584,570,556
187,06003,2,0,0,0,0,0,0
188,06005,296,14,15,15,15,16,16
189,06007,2833,69,66,63,60,58,56
190,06009,317,4,5,6,7,8,8
191,06011,531,24,23,22,21,20,19
192,06013,16640,622,593,565,539,513,487
193,06015,139,4,4,4,5,5,5
194,06017,1130,39,39,38,38,37,36
195,06019,28441,543,502,463,428,396,365
196,06021,578,33,32,31,30,29,28
197,06023,508,24,24,23,22,22,21
198,06025,11852,267,229,197,169,145,125
199,06027,188,3,8,11,14,17,19
200,06029,31994,493,462,432,405,379,354
201,06031,7651,403,368,337,309,283,259
202,06033,555,101,110,121,132,144,156
203,06035,740,7,7,7,7,7,8
204,06037,268455,6325,5784,5295,4837,4416,4019
205,06039,4539,210,194,181,169,157,147
