,County,306,311,318,325,332,339,346,353,360
0,01001,2634,178,191,204,218,231,242,253,261
1,01003,8269,498,551,609,671,734,797,858,913
2,01005,1161,12,8,5,4,3,4,5,6
3,01007,1142,30,24,21,19,19,19,21,22
4,01009,2763,230,233,236,239,241,242,242,242
5,01011,690,5,5,4,4,4,5,7,9
6,01013,1137,52,63,76,90,106,123,140,157
7,01015,5997,653,828,1047,1286,1549,1799,2006,2151
8,01017,1680,151,188,232,282,338,396,452,494
9,01019,989,72,78,85,92,99,106,113,119
10,01021,2169,54,51,48,46,46,46,45,45
11,01023,417,1,0,0,0,0,0,0,0
12,01025,1554,24,18,14,11,9,8,7,6
13,01027,894,23,19,17,15,14,13,13,13
14,01029,744,64,77,92,110,128,147,164,178
15,01031,2334,161,169,178,186,193,199,204,208
16,01033,2963,212,206,201,194,186,178,169,161
17,01035,668,21,18,15,13,11,10,9,8
18,01037,307,120,263,517,842,1013,844,555,299
19,01039,2125,41,31,23,18,14,11,9,8
20,01041,703,12,9,7,6,5,4,4,4
21,01043,4126,458,450,441,430,414,399,381,358
22,01045,2266,96,84,74,66,58,52,46,41
23,01047,2202,82,79,77,75,72,69,67,64
24,01049,4635,401,451,504,556,606,648,678,694
25,01051,3939,332,420,529,655,802,958,1111,1241
26,01053,1944,67,70,74,78,82,86,89,92
27,01055,5905,684,824,979,1139,1294,1432,1524,1573
28,01057,844,71,73,75,76,77,78,79,79
29,01059,2448,48,37,28,22,18,15,12,11
30,01061,1174,63,62,62,62,61,61,60,59
31,01063,402,33,51,76,110,152,199,242,271
32,01065,916,57,67,78,91,104,117,129,140
33,01067,842,8,5,3,2,2,1,1,1
34,01069,5070,260,272,287,301,314,325,334,342
35,01071,2919,165,157,151,148,145,142,142,140
36,01073,30620,2817,3394,4068,4814,5610,6429,7191,7859
37,01075,626,14,10,7,6,5,4,4,4
38,01077,3829,444,487,530,572,610,643,665,679
39,01079,1224,135,168,209,255,306,359,410,456
40,01081,7539,441,570,737,945,1195,1488,1818,2159
41,01083,4045,259,259,261,262,264,266,268,269
42,01085,787,19,19,19,19,19,19,19,19
43,01087,700,29,27,26,26,27,29,32,35
44,01089,12410,1463,1937,2552,3307,4202,5203,6217,7149
45,01091,1169,21,17,13,11,10,9,8,8
46,01093,1345,53,50,46,44,41,39,37,36
47,01095,5819,701,876,1083,1303,1517,1705,1831,1879
