,State,411,416,423,430,437
0,Washington,5063,95,84,75,68
1,Illinois,23021,304,255,216,181
2,California,54316,2075,1852,1642,1441
3,Arizona,16328,358,284,217,167
4,Massachusetts,16435,306,286,264,242
5,Wisconsin,7106,85,71,59,50
6,Texas,45411,1224,1076,939,814
7,Nebraska,2113,28,25,23,22
8,Utah,1977,49,43,39,35
9,Oregon,2298,64,60,55,52
10,Florida,31764,743,670,607,542
11,New York,48401,762,647,545,459
12,Rhode Island,2549,41,40,36,33
13,Georgia,17948,627,577,524,471
14,New Hampshire,1184,12,10,9,8
15,North Carolina,11535,323,287,253,223
16,New Jersey,23590,292,256,232,216
17,Colorado,5990,44,40,36,33
18,Maryland,7963,102,87,79,71
19,Nevada,5040,72,56,42,32
20,Tennessee,11556,149,117,91,72
21,Hawaii,444,5,5,5,6
22,Indiana,12744,146,120,99,80
23,Kentucky,4829,188,171,151,134
24,Minnesota,6624,71,61,54,48
25,Oklahoma,4534,164,145,126,110
26,Pennsylvania,24344,407,345,292,253
27,South Carolina,8760,235,203,172,146
28,District of Columbia,1035,NaN,NaN,NaN,NaN
29,Kansas,4772,76,62,51,42
30,Missouri,8506,201,182,163,148
31,Vermont,208,4,3,4,4
32,Virginia,9683,177,155,139,121
33,Connecticut,7725,74,65,59,52
34,Iowa,5559,79,67,58,51
35,Louisiana,9758,118,96,77,62
36,Ohio,17501,124,97,76,60
37,Michigan,16662,168,157,153,165
38,South Dakota,1901,10,9,8,7
39,Arkansas,5343,89,73,59,48
40,Delaware,1475,31,27,24,22
41,Mississippi,6808,138,129,120,112
42,New Mexico,3811,59,45,35,25
43,North Dakota,1479,3,2,1,1
44,Wyoming,682,10,8,6,5
45,Alaska,305,11,10,10,10
46,Maine,706,26,24,22,21
47,Alabama,10148,220,172,132,101
48,Idaho,1890,19,17,15,14
49,Montana,1381,22,19,17,15
50,Puerto Rico,2059,NaN,NaN,NaN,NaN
51,Virgin Islands,25,NaN,NaN,NaN,NaN
52,Guam,133,NaN,NaN,NaN,NaN
53,West Virginia,2325,24,18,14,10
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
