,Region,607,612,619,626,633
0,Belgium,,15428,16144,16554,16447
1,Bulgaria,,10041,10313,10786,11279
2,Czechia,,3824,4829,6107,7753
3,Denmark,,2122,1753,1488,1280
4,Germany,,67837,67152,68971,67769
5,Estonia,,3385,3736,4040,4275
6,Ireland,,10333,10226,10174,9996
7,Greece,,13488,12611,11824,10928
8,Spain,,19550,16314,13528,11212
9,France,,49613,44178,38445,33190
10,Croatia,,9965,12721,16074,19701
11,Italy,,29275,27386,26159,25133
12,Cyprus,,766,631,531,451
13,Latvia,,4230,5415,6961,8873
14,Lithuania,,8692,10405,12207,14008
15,Luxembourg,,617,645,668,680
16,Hungary,,3351,4424,5677,6957
17,Malta,,208,189,178,170
18,Netherlands,,15553,15319,15160,15160
19,Austria,,16415,19017,22348,26486
20,Poland,,5496,7277,9523,12455
21,Portugal,,5917,5024,4302,3706
22,Romania,,38769,59103,85696,118370
23,Slovenia,,9357,12038,15418,19673
24,Slovakia,,6135,9512,14379,20984
25,Finland,,2722,2568,2477,2393
26,Sweden,,8114,8544,9169,9788
27,United Kingdom,,209823,211282,231546,271599
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,45,44,45,46
30,Norway,,6875,6554,6603,6885
31,Switzerland,,17015,17086,17640,18774
