,Region,802,808,815,822,829
0,Belgium,,92517,97329,101425,103265
1,Bulgaria,,5795,4968,4320,3810
2,Czechia,,36418,33000,28885,25956
3,Denmark,,17754,12244,8488,6045
4,Germany,,1658920,1627122,1585433,1526344
5,Estonia,,5857,4691,3735,3030
6,Ireland,,45151,45782,46409,46699
7,Greece,,148543,145257,138984,130697
8,Spain,,107824,105598,104801,102313
9,France,,1064314,1142003,1192986,1198526
10,Croatia,,9103,9006,8715,8343
11,Italy,,487214,488982,485566,479823
12,Cyprus,,28946,27505,25965,23935
13,Latvia,,9614,6877,5005,3666
14,Lithuania,,14013,11164,9164,7258
15,Luxembourg,,10607,11228,11964,12074
16,Hungary,,17591,19253,20643,22113
17,Malta,,5996,8584,11870,15731
18,Netherlands,,121321,87832,63945,47823
19,Austria,,137381,104901,80279,62912
20,Poland,,24552,18942,14781,11605
21,Portugal,,70178,68073,64711,60255
22,Romania,,18484,17241,16174,14950
23,Slovenia,,15753,14144,12684,11344
24,Slovakia,,40486,33446,27890,22738
25,Finland,,47601,45028,43526,40279
26,Sweden,,5382,4786,4173,3554
27,United Kingdom,,599864,593063,577767,550327
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,402,294,221,171
30,Norway,,8224,5941,4330,3111
31,Switzerland,,67809,49783,37223,27595
