,Region,446,451,458,465,472
0,Belgium,,30723,31167,31799,32461
1,Bulgaria,,19960,19054,18193,17305
2,Czechia,,24002,17942,13437,10036
3,Denmark,,4688,4652,4621,4586
4,Germany,,117623,129694,143926,159142
5,Estonia,,3916,2984,2265,1718
6,Ireland,,3015,2791,2583,2385
7,Greece,,21947,23595,25288,27102
8,Spain,,52744,58927,65623,72814
9,France,,199583,208485,214004,223853
10,Croatia,,18042,24163,32072,42116
11,Italy,,103475,89452,77331,66735
12,Cyprus,,3913,4479,5114,5798
13,Latvia,,3222,3179,3099,3019
14,Lithuania,,7616,9032,10594,12449
15,Luxembourg,,1584,1631,1676,1721
16,Hungary,,43334,39451,35802,32414
17,Malta,,175,103,61,36
18,Netherlands,,54013,54043,53985,53533
19,Austria,,19024,17604,16228,14940
20,Poland,,179780,183382,186398,186440
21,Portugal,,3167,3148,3138,3120
22,Romania,,32224,29628,27234,24754
23,Slovenia,,7601,8172,8730,9258
24,Slovakia,,4903,3997,3286,2686
25,Finland,,2431,1966,1582,1269
26,Sweden,,47127,51870,56492,61418
27,United Kingdom,,16635,12481,9359,7021
28,Iceland,,67,81,98,120
29,Liechtenstein,,72,102,144,207
30,Norway,,4391,3858,3365,2937
31,Switzerland,,15144,16674,18534,20511
