,Region,572,577,584,591,598
0,Belgium,,15341,17085,18812,20204
1,Bulgaria,,6904,10767,17124,27087
2,Czechia,,1405,1504,1606,1692
3,Denmark,,7395,8161,9075,10359
4,Germany,,39293,54453,75145,100591
5,Estonia,,2270,2853,3558,4417
6,Ireland,,14463,17013,19507,21821
7,Greece,,23675,26353,29408,33263
8,Spain,,99092,88340,78802,68847
9,France,,202456,229429,260044,289349
10,Croatia,,2518,3381,4496,5822
11,Italy,,50533,57323,64732,72146
12,Cyprus,,2663,2345,2141,2001
13,Latvia,,838,1070,1360,1737
14,Lithuania,,4772,6247,8233,10860
15,Luxembourg,,337,320,308,296
16,Hungary,,497,560,600,612
17,Malta,,407,361,306,254
18,Netherlands,,16373,14749,12976,11111
19,Austria,,7130,9226,11176,12484
20,Poland,,1449,1735,2078,2431
21,Portugal,,16559,16660,16557,16207
22,Romania,,3039,4220,5752,7713
23,Slovenia,,1661,2303,3184,4378
24,Slovakia,,580,729,896,1063
25,Finland,,6299,7405,8744,10137
26,Sweden,,7854,10005,12599,15496
27,United Kingdom,,208270,217662,227605,238473
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,94,186,366,689
30,Norway,,4357,5497,7038,8977
31,Switzerland,,18659,27644,38848,50805
