,Region,726,731,738,745,752
0,Belgium,,261546,339672,413901,477700
1,Bulgaria,,60263,84243,114505,149672
2,Czechia,,57787,62630,66055,69379
3,Denmark,,167233,177539,178975,173369
4,Germany,,587363,758589,937837,1131218
5,Estonia,,17897,23472,29156,34299
6,Ireland,,181339,202794,231537,257743
7,Greece,,231570,244398,260142,277608
8,Spain,,1177074,1352008,1447247,1479037
9,France,,2811463,3386931,3792562,3883361
10,Croatia,,68147,85746,104222,119395
11,Italy,,1835282,2399378,2979594,3524009
12,Cyprus,,34646,38695,43376,48183
13,Latvia,,19880,27026,35025,43477
14,Lithuania,,31258,39274,48908,58565
15,Luxembourg,,16646,21606,26296,30158
16,Hungary,,58245,74984,91830,104983
17,Malta,,4047,3556,3236,2995
18,Netherlands,,313601,396406,479992,558089
19,Austria,,156275,237639,324591,395927
20,Poland,,94722,97287,98169,95385
21,Portugal,,344160,433816,515056,578649
22,Romania,,103628,183201,310044,501625
23,Slovenia,,57181,79832,101964,116737
24,Slovakia,,17277,15856,14145,12529
25,Finland,,94205,123985,154527,182584
26,Sweden,,229244,327345,442507,554189
27,United Kingdom,,1054518,1054662,1099369,1194447
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,562,651,735,790
30,Norway,,85557,111286,133575,147107
31,Switzerland,,254695,312983,367959,408646
