,Region,747,752,759,766,773
0,Belgium,,235486,208121,180387,154732
1,Bulgaria,,46836,43389,40922,38565
2,Czechia,,277124,307525,321730,326136
3,Denmark,,282041,255951,222880,189618
4,Germany,,1350757,1529164,1709915,1849145
5,Estonia,,56797,63933,67652,67914
6,Ireland,,33270,29749,25679,21307
7,Greece,,113002,105351,99362,92697
8,Spain,,444021,360118,290905,233169
9,France,,1541922,1272512,1058478,847992
10,Croatia,,47433,44743,41235,37463
11,Italy,,624275,519723,427400,346546
12,Cyprus,,20099,21538,22335,22724
13,Latvia,,73705,84808,93731,97244
14,Lithuania,,94403,111211,124666,131926
15,Luxembourg,,12921,12040,11162,10036
16,Hungary,,129843,144510,159987,169574
17,Malta,,1231,1045,871,730
18,Netherlands,,583217,627430,639019,625263
19,Austria,,252902,271415,285541,291683
20,Poland,,374226,429379,490840,551576
21,Portugal,,301304,274587,244696,213369
22,Romania,,239687,293305,354036,406869
23,Slovenia,,96048,92108,83637,72935
24,Slovakia,,192132,251055,302226,329923
25,Finland,,37979,36729,34704,32131
26,Sweden,,229285,217093,201507,179775
27,United Kingdom,,493804,445875,402942,364175
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,860,860,836,798
30,Norway,,126546,125326,124130,119894
31,Switzerland,,241083,232285,218674,198457
