,Region,754,759,766,773,780
0,Belgium,,99565,73470,54693,40283
1,Bulgaria,,34723,29721,26180,22777
2,Czechia,,158494,137066,118213,99614
3,Denmark,,294396,255872,211251,167290
4,Germany,,1284453,1315427,1341925,1299094
5,Estonia,,40111,37743,34794,32310
6,Ireland,,37876,37731,37274,36121
7,Greece,,111468,103556,95196,86445
8,Spain,,388006,335624,288162,242276
9,France,,827195,612271,467745,350307
10,Croatia,,32708,27294,23680,19930
11,Italy,,409941,328564,259557,215950
12,Cyprus,,16310,15499,14830,14046
13,Latvia,,74030,76862,76515,72712
14,Lithuania,,69464,68431,66100,63363
15,Luxembourg,,6654,5282,4253,3408
16,Hungary,,75925,69994,62753,56360
17,Malta,,886,738,631,550
18,Netherlands,,520501,498064,461981,411732
19,Austria,,213637,205060,193964,179930
20,Poland,,210749,188056,169891,155369
21,Portugal,,153336,115672,87239,66272
22,Romania,,156506,150588,145624,140216
23,Slovenia,,49034,38803,30658,24212
24,Slovakia,,172543,191708,205393,211029
25,Finland,,69286,81489,91920,100137
26,Sweden,,91224,67511,50851,38324
27,United Kingdom,,456685,412265,371670,329742
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,793,753,704,658
30,Norway,,127607,124081,117323,110434
31,Switzerland,,155495,131665,111501,93620
