,Region,551,556,563,570,577
0,Belgium,,9125,8978,8545,7831
1,Bulgaria,,730,799,821,805
2,Czechia,,1413,1318,1201,1076
3,Denmark,,5811,5581,5250,4829
4,Germany,,12754,14643,15748,15787
5,Estonia,,758,943,1072,1085
6,Ireland,,10792,12290,12536,11325
7,Greece,,19043,19994,20149,19734
8,Spain,,223686,237789,239001,230305
9,France,,198574,298416,385563,414544
10,Croatia,,1298,1547,1701,1724
11,Italy,,45275,64096,80771,87446
12,Cyprus,,6419,5978,5379,4649
13,Latvia,,325,337,336,327
14,Lithuania,,1863,2721,3480,3740
15,Luxembourg,,641,593,552,511
16,Hungary,,439,484,505,494
17,Malta,,1561,1604,1506,1276
18,Netherlands,,57063,50830,42587,33020
19,Austria,,3213,3715,3974,3871
20,Poland,,774,821,838,816
21,Portugal,,24695,25177,24554,22948
22,Romania,,805,996,1141,1218
23,Slovenia,,437,460,464,439
24,Slovakia,,311,369,410,426
25,Finland,,3366,3954,4396,4506
26,Sweden,,3385,3940,4263,4266
27,United Kingdom,,302747,285019,252573,208772
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,9,9,9,9
30,Norway,,1378,1431,1452,1442
31,Switzerland,,7604,9956,11574,11988
