,Region,789,794,801,808,815
0,Belgium,,64947,67522,70394,71954
1,Bulgaria,,8831,7780,7001,6242
2,Czechia,,50574,48530,45803,42888
3,Denmark,,39309,26206,18222,12225
4,Germany,,1424373,1423157,1379747,1349974
5,Estonia,,8478,6178,4628,3479
6,Ireland,,43142,50444,57685,64877
7,Greece,,153689,163035,168198,172800
8,Spain,,111218,107413,102976,96880
9,France,,668466,744164,802319,845557
10,Croatia,,10921,11288,11647,11673
11,Italy,,567240,675907,790923,896126
12,Cyprus,,26367,29197,31126,32045
13,Latvia,,24539,18851,14812,11656
14,Lithuania,,27667,25382,22956,20795
15,Luxembourg,,9710,11493,13177,14659
16,Hungary,,8521,7037,5712,4467
17,Malta,,2165,3014,4112,5442
18,Netherlands,,306734,259358,222105,190570
19,Austria,,337413,351414,348920,336231
20,Poland,,69099,65736,62916,59190
21,Portugal,,69945,66510,62770,57794
22,Romania,,18215,15272,12428,10301
23,Slovenia,,18606,19124,19565,18862
24,Slovakia,,68163,61204,55161,48253
25,Finland,,59621,62689,64442,64248
26,Sweden,,8643,7560,6619,5699
27,United Kingdom,,754426,921672,1094782,1264960
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,1089,1015,901,775
30,Norway,,18651,12784,8887,6013
31,Switzerland,,233963,253134,266417,268478
