,Region,712,717,724,731,738
0,Belgium,,48419,44468,39142,33249
1,Bulgaria,,12319,12848,13130,12892
2,Czechia,,31490,26160,21078,17233
3,Denmark,,146703,181225,209634,229995
4,Germany,,193403,177494,165395,154013
5,Estonia,,6249,7026,7470,7476
6,Ireland,,111902,136168,153264,154161
7,Greece,,145574,186157,223566,251756
8,Spain,,986283,1425938,1890486,2226385
9,France,,1108711,1394404,1644117,1820901
10,Croatia,,22177,22571,22193,20886
11,Italy,,789716,1129501,1525295,1852170
12,Cyprus,,19756,25922,32787,37310
13,Latvia,,5950,6324,6590,6549
14,Lithuania,,10022,9837,9419,8774
15,Luxembourg,,4757,5378,6001,6271
16,Hungary,,13958,11336,9075,7273
17,Malta,,14465,23396,33315,41247
18,Netherlands,,98191,93101,80846,64132
19,Austria,,16245,14782,12357,9486
20,Poland,,75604,66289,58716,52533
21,Portugal,,165974,231871,303072,359064
22,Romania,,7328,7422,7227,6412
23,Slovenia,,8366,8193,7599,6709
24,Slovakia,,20436,16980,14268,11643
25,Finland,,36452,48065,61264,73187
26,Sweden,,52732,67166,81762,93981
27,United Kingdom,,1316224,1610295,1871960,1957452
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,225,206,194,178
30,Norway,,24389,23863,23239,22441
31,Switzerland,,168336,220954,229667,187856
