,Region,516,521,528,535,542
0,Belgium,,2611,1947,1494,1211
1,Bulgaria,,540,445,378,332
2,Czechia,,806,611,479,383
3,Denmark,,1691,1296,1029,848
4,Germany,,6235,4595,3577,2902
5,Estonia,,227,179,147,126
6,Ireland,,2135,2057,2017,2013
7,Greece,,3057,2449,2054,1767
8,Spain,,27126,24936,22762,20667
9,France,,15338,11991,9694,8052
10,Croatia,,547,424,344,290
11,Italy,,7065,5605,4525,3769
12,Cyprus,,387,366,357,350
13,Latvia,,682,545,453,387
14,Lithuania,,569,409,309,245
15,Luxembourg,,104,81,64,53
16,Hungary,,514,385,300,243
17,Malta,,6,4,3,3
18,Netherlands,,5085,3842,3017,2459
19,Austria,,910,709,571,479
20,Poland,,1068,782,602,484
21,Portugal,,8308,9736,11063,12017
22,Romania,,445,341,274,228
23,Slovenia,,517,389,308,250
24,Slovakia,,355,298,256,225
25,Finland,,461,416,386,372
26,Sweden,,2187,1622,1259,1013
27,United Kingdom,,80475,99452,117689,133121
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,4,3,3,2
30,Norway,,977,840,747,685
31,Switzerland,,1217,928,738,617
