,Region,628,633,640,647,654
0,Belgium,,15310,15943,16301,16224
1,Bulgaria,,15132,16449,18408,20326
2,Czechia,,6812,8380,10121,11994
3,Denmark,,4407,5070,5493,5552
4,Germany,,58647,61422,63733,65991
5,Estonia,,7207,8641,10036,11236
6,Ireland,,9762,9967,9975,9540
7,Greece,,14859,14981,15063,15335
8,Spain,,12268,11423,10542,9557
9,France,,32219,30750,28913,27130
10,Croatia,,10238,11323,12339,13276
11,Italy,,18265,17311,16370,15507
12,Cyprus,,718,694,652,599
13,Latvia,,12648,17162,22651,28662
14,Lithuania,,17093,20231,23294,26078
15,Luxembourg,,775,859,955,1016
16,Hungary,,4838,5680,6567,7339
17,Malta,,118,113,105,89
18,Netherlands,,18508,20920,20961,18499
19,Austria,,12987,13489,13921,14319
20,Poland,,14340,19138,24867,31469
21,Portugal,,3866,3670,3402,3073
22,Romania,,121354,164894,227293,317688
23,Slovenia,,5716,5739,5747,5674
24,Slovakia,,12058,15640,20216,25494
25,Finland,,4246,4723,5268,5889
26,Sweden,,4205,4120,3952,3689
27,United Kingdom,,258520,270151,281374,292031
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,7,5,4,3
30,Norway,,2614,2285,2039,1852
31,Switzerland,,6251,5607,5024,4397
