,Region,593,598,605,612,619
0,Belgium,,15962,17079,17816,18380
1,Bulgaria,,11202,12469,14227,16485
2,Czechia,,1771,1983,2165,2316
3,Denmark,,5031,4776,4707,4833
4,Germany,,99260,124800,152581,187240
5,Estonia,,2699,3004,3372,3825
6,Ireland,,10564,10367,10396,10631
7,Greece,,18793,18119,18011,17891
8,Spain,,41624,36223,31665,27077
9,France,,91148,81804,71070,63853
10,Croatia,,5647,7223,9066,11084
11,Italy,,43544,44212,45011,45402
12,Cyprus,,1572,1431,1295,1180
13,Latvia,,2905,4101,5678,7514
14,Lithuania,,5121,5629,6007,6202
15,Luxembourg,,788,953,1158,1349
16,Hungary,,2063,2985,4278,6054
17,Malta,,343,334,308,271
18,Netherlands,,18713,19084,19752,20772
19,Austria,,12872,15224,17502,19654
20,Poland,,2626,3225,3783,4197
21,Portugal,,12599,12020,11495,11229
22,Romania,,12616,18314,26516,37848
23,Slovenia,,4659,5919,7449,9300
24,Slovakia,,1728,2478,3441,4477
25,Finland,,3876,3830,3724,3623
26,Sweden,,8686,9825,10917,11993
27,United Kingdom,,264765,279525,288842,289504
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,48,49,47,46
30,Norway,,13102,17739,24473,34221
31,Switzerland,,19967,21356,22652,23683
