,Region,621,626,633,640,647
0,Belgium,,14948,15566,15887,16009
1,Bulgaria,,12372,13283,14191,15004
2,Czechia,,5195,6465,7778,9282
3,Denmark,,3340,3721,4141,4595
4,Germany,,55869,57499,59393,61211
5,Estonia,,5657,6804,8058,9332
6,Ireland,,8946,8992,9102,9242
7,Greece,,14145,13951,13759,13475
8,Spain,,14094,13073,12094,11165
9,France,,34118,31508,29137,27178
10,Croatia,,9925,11246,12696,14186
11,Italy,,21384,20302,19099,17767
12,Cyprus,,763,724,675,618
13,Latvia,,9503,13615,19241,26080
14,Lithuania,,14488,17951,21745,26230
15,Luxembourg,,679,733,793,856
16,Hungary,,4182,4935,5632,6150
17,Malta,,79,63,49,36
18,Netherlands,,12103,12063,12095,12041
19,Austria,,13608,14167,14197,13767
20,Poland,,9879,13461,18000,23580
21,Portugal,,4077,3747,3362,3028
22,Romania,,99978,147826,218308,320187
23,Slovenia,,6171,6315,6441,6517
24,Slovakia,,10072,13734,18582,24641
25,Finland,,4338,5027,5696,6307
26,Sweden,,4115,3863,3532,3224
27,United Kingdom,,241229,262145,306836,379683
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,9,7,5,3
30,Norway,,3300,2872,2571,2349
31,Switzerland,,7400,6531,5674,4938
