,Region,656,661,668,675,682
0,Belgium,,69270,88278,115611,152655
1,Bulgaria,,39274,44554,49579,55133
2,Czechia,,79024,116901,166128,223676
3,Denmark,,18522,24714,33723,46028
4,Germany,,279538,376504,502032,648643
5,Estonia,,14687,16914,19578,22899
6,Ireland,,26626,31469,34526,34050
7,Greece,,51617,64223,72757,73714
8,Spain,,16342,17649,18281,17717
9,France,,51354,57717,63208,65509
10,Croatia,,39082,51066,63712,78379
11,Italy,,43528,53056,64004,76136
12,Cyprus,,1538,1702,1766,1712
13,Latvia,,15744,15984,16289,16715
14,Lithuania,,20228,20907,21799,22485
15,Luxembourg,,1376,1571,1765,1910
16,Hungary,,47475,70472,101261,140944
17,Malta,,367,548,651,578
18,Netherlands,,86972,112493,138346,164176
19,Austria,,70700,95715,116481,123070
20,Poland,,110474,161599,223078,295455
21,Portugal,,7130,7893,8443,8584
22,Romania,,64997,59231,55899,53563
23,Slovenia,,26130,33093,40305,46889
24,Slovakia,,46515,61341,77814,92885
25,Finland,,5829,6614,7175,7681
26,Sweden,,7030,8117,9333,10786
27,United Kingdom,,247685,242407,245222,254671
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,97,137,187,245
30,Norway,,13619,18918,25563,33392
31,Switzerland,,22441,28805,33399,34226
