,Region,481,486,493,500,507
0,Belgium,,16040,15305,15118,15199
1,Bulgaria,,3670,3351,3251,3272
2,Czechia,,7965,7150,6595,6180
3,Denmark,,6811,7505,8188,8643
4,Germany,,78639,75021,74733,76146
5,Estonia,,1916,1819,1754,1735
6,Ireland,,3005,3084,3160,3254
7,Greece,,13632,13707,14157,14920
8,Spain,,36404,34786,34509,34626
9,France,,98421,91611,90673,91398
10,Croatia,,6968,6447,6205,6229
11,Italy,,48733,44299,42454,41962
12,Cyprus,,1650,1385,1263,1234
13,Latvia,,4234,4361,4541,4748
14,Lithuania,,7959,8022,8113,8207
15,Luxembourg,,782,740,711,710
16,Hungary,,5745,5028,4654,4628
17,Malta,,69,60,56,57
18,Netherlands,,34752,30364,28003,27168
19,Austria,,5765,5081,4776,4720
20,Poland,,19680,17256,15978,15693
21,Portugal,,2476,2523,2588,2622
22,Romania,,5592,4957,4680,4610
23,Slovenia,,3452,3287,3188,3142
24,Slovakia,,1990,1881,1847,1879
25,Finland,,1357,1380,1438,1531
26,Sweden,,29865,29089,28813,28950
27,United Kingdom,,15175,15445,15909,16496
28,Iceland,,26,24,23,23
29,Liechtenstein,,18,16,15,15
30,Norway,,2659,2633,2705,2849
31,Switzerland,,8135,7548,7289,7267
