,Region,824,829,836,843,850
0,Belgium,,39206,33796,29185,24457
1,Bulgaria,,2895,2556,2227,1934
2,Czechia,,9251,6831,5043,3806
3,Denmark,,8691,6656,5119,3936
4,Germany,,545010,457571,382376,322101
5,Estonia,,2048,1567,1204,933
6,Ireland,,6829,5119,3812,2773
7,Greece,,35088,26409,20197,15054
8,Spain,,77804,79957,80844,80868
9,France,,499868,402556,329951,265253
10,Croatia,,3958,3523,3114,2764
11,Italy,,428964,422997,410346,388415
12,Cyprus,,3274,2193,1349,907
13,Latvia,,3133,2469,1981,1521
14,Lithuania,,4466,3418,2654,2021
15,Luxembourg,,4622,4272,3885,3445
16,Hungary,,10671,10180,9569,9123
17,Malta,,1390,1039,780,582
18,Netherlands,,14853,9626,6375,3958
19,Austria,,40426,30430,22868,17113
20,Poland,,5031,4104,3305,2689
21,Portugal,,58061,55471,52041,47345
22,Romania,,5317,4231,3406,2761
23,Slovenia,,5859,4529,3618,2803
24,Slovakia,,11158,8735,6866,5285
25,Finland,,60515,71039,80572,87624
26,Sweden,,1882,1499,1176,914
27,United Kingdom,,128709,101054,77848,59876
28,Iceland,,NaN,NaN,NaN,NaN
29,Liechtenstein,,104,78,58,46
30,Norway,,2655,2064,1616,1274
31,Switzerland,,18440,13772,10058,7262
