,Region,698,703,710,717,724
0,Belgium,,56381,50075,47619,46497
1,Bulgaria,,8715,7593,6835,6315
2,Czechia,,48387,31249,21568,20021
3,Denmark,,71529,76968,80227,81705
4,Germany,,210175,145976,95639,58094
5,Estonia,,4368,5158,5949,6365
6,Ireland,,33525,34188,34545,34691
7,Greece,,27108,24502,23124,22555
8,Spain,,245908,301005,329400,341912
9,France,,335849,291574,237356,180160
10,Croatia,,17615,13883,10679,7961
11,Italy,,194219,228764,269627,291392
12,Cyprus,,3833,3280,2650,2064
13,Latvia,,5696,6442,7067,7451
14,Lithuania,,10884,10264,9418,8558
15,Luxembourg,,2671,2675,2678,2660
16,Hungary,,23438,14883,8735,4722
17,Malta,,1305,1340,1354,1343
18,Netherlands,,74323,53621,39120,30280
19,Austria,,20977,15641,14786,16499
20,Poland,,106809,81984,61106,44583
21,Portugal,,30629,28724,27939,25319
22,Romania,,6567,6999,7503,8659
23,Slovenia,,7438,6439,5672,5039
24,Slovakia,,29059,23288,17788,13178
25,Finland,,12840,13914,14180,14588
26,Sweden,,24939,28398,31265,33409
27,United Kingdom,,610806,677235,716194,735203
28,Iceland,,1163,1140,1140,1135
29,Liechtenstein,,271,215,173,142
30,Norway,,31691,30087,29885,29779
31,Switzerland,,57475,48035,38166,28373
