,Region,663,668,675,682,689
0,Belgium,,71160,67045,59180,49413
1,Bulgaria,,16196,10720,6661,4100
2,Czechia,,85218,97580,107217,114222
3,Denmark,,20354,18262,15229,12485
4,Germany,,312142,328918,352015,335165
5,Estonia,,11211,10431,9490,8614
6,Ireland,,31599,33123,34026,34540
7,Greece,,52840,49404,49245,49217
8,Spain,,29919,38479,47042,53431
9,France,,72643,81600,87885,89617
10,Croatia,,40786,40814,37811,33317
11,Italy,,64525,70171,73282,77520
12,Cyprus,,1663,1775,1898,1811
13,Latvia,,13147,13100,12972,12866
14,Lithuania,,14548,12045,9670,7668
15,Luxembourg,,1486,1520,1539,1544
16,Hungary,,64768,80283,92866,102586
17,Malta,,355,364,371,369
18,Netherlands,,99554,94014,80085,65754
19,Austria,,90843,101767,104459,100112
20,Poland,,125629,138015,146504,152358
21,Portugal,,12411,15205,18097,19351
22,Romania,,21720,10984,4626,1457
23,Slovenia,,23297,23142,22027,20346
24,Slovakia,,49393,59181,69317,79919
25,Finland,,4938,4784,4808,4790
26,Sweden,,7255,9233,11748,14099
27,United Kingdom,,257166,258263,260365,259297
28,Iceland,,1152,1127,1115,1117
29,Liechtenstein,,132,132,133,133
30,Norway,,12527,12991,12967,12933
31,Switzerland,,25568,28029,29359,30138
