,Region,691,696,703,710,717
0,Belgium,,92088,86708,84696,83977
1,Bulgaria,,9675,8099,6994,6174
2,Czechia,,81243,68790,68546,68514
3,Denmark,,45778,45342,42965,39671
4,Germany,,304857,246677,183094,129988
5,Estonia,,2749,2863,2782,2865
6,Ireland,,28544,28012,27811,27973
7,Greece,,32031,28382,26057,24595
8,Spain,,92551,87459,76778,66060
9,France,,343547,321606,279977,225643
10,Croatia,,18243,13360,9274,6168
11,Italy,,121051,127258,124912,121032
12,Cyprus,,3585,3522,2950,2462
13,Latvia,,4843,5128,5746,6166
14,Lithuania,,10703,9895,9012,8150
15,Luxembourg,,2634,2649,2657,2669
16,Hungary,,32421,21726,14000,9076
17,Malta,,590,564,555,558
18,Netherlands,,110187,86602,65493,49768
19,Austria,,14524,5339,1504,341
20,Poland,,158991,151324,138950,133898
21,Portugal,,29055,28023,25632,24071
22,Romania,,7080,8314,9327,10719
23,Slovenia,,8210,6688,5561,4753
24,Slovakia,,41694,29033,19873,13523
25,Finland,,9988,10370,10450,10523
26,Sweden,,19929,23085,25473,27605
27,United Kingdom,,376747,392803,400132,404942
28,Iceland,,799,785,784,778
29,Liechtenstein,,408,356,302,256
30,Norway,,36560,38239,38235,38080
31,Switzerland,,69203,65636,57869,48021
